订单号,原材料编号,箱子类型,堆垛机编号,货架号,层(z),列(x),深浅位,到达时刻(s),开始时刻(s),完成时刻(s),操作时间(s),等待时间(s),流动时间(s),是否复合
747,B6T0000000140,E4,1,2,46,2,浅位,25680.0,26878.73468835265,26952.717075536566,73.98238718391542,1198.7346883526516,1272.717075536566,否
3059,B6T0000001131,E3,1,1,17,32,浅位,26820.0,26952.717075536566,27006.23742886993,53.52035333336266,132.71707553656597,186.2374288699284,否
733,B6T0000000140,E4,1,2,46,2,深位,25680.0,27006.23742886993,27080.219816053843,73.98238718391542,1326.2374288699284,1400.2198160538428,否
3269,B6T0000001653,E1,1,1,1,40,浅位,33660.0,33660.0,33693.65322339997,33.65322339997064,0.0,33.65322339996783,否
3268,B6T0000001653,E1,1,1,1,40,深位,33660.0,33693.65322339997,33727.306446799936,33.65322339997064,33.65322339996783,67.30644679993566,否
3478,B6T0000000833,E3,1,2,11,52,浅位,37200.0,37200.0,37252.25151461925,52.251514619253,0.0,52.2515146192527,否
3479,B6T0000000833,E3,1,2,11,52,深位,37200.0,37252.25151461925,37304.503029238505,52.251514619253,52.2515146192527,104.5030292385054,否
1970,B6T0000000437,E3,1,2,13,20,浅位,42600.0,42600.0,42644.128245446904,44.12824544690687,0.0,44.12824544690375,否
1971,B6T0000000437,E3,1,2,13,20,深位,42600.0,42644.128245446904,42688.25649089381,44.12824544690687,44.12824544690375,88.2564908938075,否
2100,B6T0000001607,E1,1,1,7,10,浅位,43440.0,43557.86075142381,43588.94110412212,31.080352698309014,117.86075142381014,148.9411041221174,否
2099,B6T0000001607,E1,1,1,7,10,深位,43440.0,43588.94110412212,43620.021456820425,31.080352698309014,148.9411041221174,180.02145682042465,否
2102,B6T0000001607,E1,1,2,7,10,浅位,43440.0,43620.021456820425,43651.10180951873,31.080352698309014,180.02145682042465,211.1018095187319,否
2058,B6T0000000120,E4,1,1,45,11,浅位,43980.0,43980.0,44059.66161066924,79.66161066923794,0.0,79.66161066923814,否
2063,B6T0000000120,E4,1,1,45,11,深位,43980.0,44059.66161066924,44139.323221338476,79.66161066923794,79.66161066923814,159.3232213384763,否
2062,B6T0000000120,E4,1,2,45,11,浅位,43980.0,44139.323221338476,44218.984832007714,79.66161066923794,159.3232213384763,238.98483200771443,否
2061,B6T0000000120,E4,1,2,45,11,深位,43980.0,44245.59117288323,44320.15305457546,74.56188169222757,265.59117288322886,340.15305457545765,是
432,B6T0000000678,E3,1,1,9,10,浅位,46320.0,46320.0,46353.394894174344,33.39489417434322,0.0,33.39489417434379,否
431,B6T0000000678,E3,1,1,9,10,深位,46320.0,46353.394894174344,46386.78978834869,33.39489417434322,33.39489417434379,66.78978834868758,否
427,B6T0000000678,E3,1,2,9,10,浅位,51600.0,51600.0,51633.394894174344,33.39489417434322,0.0,33.39489417434379,否
428,B6T0000000678,E3,1,2,9,10,深位,51600.0,51633.394894174344,51666.78978834869,33.39489417434322,33.39489417434379,66.78978834868758,否
2166,B6T0000001771,E1,1,1,5,12,浅位,52020.0,52040.80983669458,52067.16684153856,26.35700484397657,20.809836694577825,47.16684153855749,是
2167,B6T0000001771,E1,1,1,5,12,深位,52020.0,52087.97667823313,52114.33368307711,26.35700484397657,67.97667823312804,94.33368307710771,是
2168,B6T0000001771,E1,1,2,5,12,浅位,52020.0,52147.64682987938,52186.59168121653,38.94485133715673,127.64682987937704,166.59168121653056,是
2165,B6T0000001771,E1,1,2,5,12,深位,52020.0,52220.01798111329,52258.87918763581,38.861206522516895,200.01798111329117,238.8791876358082,是
3301,B6T0000000085,E4,1,1,45,30,浅位,53880.0,53880.0,53967.847812420085,87.84781242008665,0.0,87.84781242008467,否
3300,B6T0000000085,E4,1,1,45,30,深位,53880.0,53967.847812420085,54055.69562484017,87.84781242008665,87.84781242008467,175.69562484016933,否
1938,B6T0000001937,E1,1,1,8,8,浅位,54360.0,54423.662718878964,54454.449739397474,30.78702051851338,63.66271887896437,94.44973939747433,否
1939,B6T0000001937,E1,1,1,8,8,深位,54360.0,54454.449739397474,54485.236759915984,30.78702051851338,94.44973939747433,125.2367599159843,否
1940,B6T0000001937,E1,1,2,8,8,浅位,54360.0,54485.236759915984,54516.023780434494,30.78702051851338,125.2367599159843,156.02378043449426,否
1934,B6T0000001937,E1,1,2,8,8,深位,54360.0,54516.023780434494,54546.810800953004,30.78702051851338,156.02378043449426,186.81080095300422,否
3596,B6T0000000222,E4,1,1,44,42,浅位,55200.0,55200.0,55290.21411588971,90.2141158897052,0.0,90.21411588970659,否
3597,B6T0000000222,E4,1,1,44,42,深位,55200.0,55290.21411588971,55380.42823177941,90.2141158897052,90.21411588970659,180.42823177941318,否
1537,B6T0000000088,E4,1,1,48,4,浅位,55680.0,55833.86645962534,55913.12577758474,79.25931795940198,153.86645962533657,233.12577758474072,否
1536,B6T0000000088,E4,1,1,48,4,深位,55680.0,55913.12577758474,55992.385095544145,79.25931795940198,233.12577758474072,312.38509554414486,否
1535,B6T0000000088,E4,1,2,48,4,浅位,55680.0,55992.385095544145,56071.64441350355,79.25931795940198,312.38509554414486,391.644413503549,否
1534,B6T0000000088,E4,1,2,48,4,深位,55680.0,56071.64441350355,56150.90373146295,79.25931795940198,391.644413503549,470.90373146295315,否
3304,B6T0000000643,E3,1,2,40,16,浅位,86340.0,86340.0,86415.37150948202,75.37150948202233,0.0,75.37150948202179,否
3305,B6T0000000643,E3,1,2,40,16,深位,86340.0,86415.37150948202,86490.74301896404,75.37150948202233,75.37150948202179,150.74301896404359,否
1471,B6T0000000631,E3,1,1,26,1,浅位,86520.0,86520.0,86566.88310725556,46.883107255563054,0.0,46.88310725556221,否
1480,B6T0000000631,E3,1,1,26,1,深位,86520.0,86566.88310725556,86613.76621451112,46.883107255563054,46.88310725556221,93.76621451112442,否
1479,B6T0000000631,E3,1,2,26,1,浅位,86520.0,86613.76621451112,86660.64932176669,46.883107255563054,93.76621451112442,140.64932176668663,否
1472,B6T0000000631,E3,1,2,26,1,深位,86520.0,86660.64932176669,86707.53242902225,46.883107255563054,140.64932176668663,187.53242902224883,否
1381,B6T0000000104,E4,1,1,43,9,浅位,86820.0,86820.0,86895.40449418048,75.40449418048227,0.0,75.40449418047501,否
1382,B6T0000000104,E4,1,1,43,9,深位,86820.0,86895.40449418048,86970.80898836095,75.40449418048227,75.40449418047501,150.80898836095002,否
1383,B6T0000000104,E4,1,2,43,9,浅位,86820.0,86990.34670223431,87064.51094419173,74.16424195741885,170.34670223431021,244.51094419173023,是
3048,B6T0000000848,E3,1,1,9,40,浅位,87060.0,87084.34790071347,87122.27270711909,37.92480640561039,24.34790071347379,62.27270711908932,是
635,B6T0000000469,E3,1,1,9,11,浅位,87120.0,87142.75798849331,87173.5083627603,30.750374266995415,22.757988493307494,53.50836276030168,是
634,B6T0000000469,E3,1,1,9,11,深位,87120.0,87194.1079931011,87229.5510793764,35.44308627528613,74.10799310110451,109.55107937639696,是
633,B6T0000000469,E3,1,2,9,11,浅位,87120.0,87250.15070971719,87285.59379599248,35.44308627528613,130.15070971718524,165.59379599247768,是
638,B6T0000000469,E3,1,2,9,11,深位,87120.0,87306.19342633327,87341.63651260856,35.44308627528613,186.19342633326596,221.6365126085584,是
3046,B6T0000000848,E3,1,1,9,40,深位,87060.0,87362.34303434768,87396.2678407533,33.92480640561039,302.34303434767935,336.2678407532949,是
3047,B6T0000000848,E3,1,2,9,40,浅位,87060.0,87416.97436249242,87450.89916889803,33.92480640561039,356.9743624924158,390.89916889803135,是
1388,B6T0000000104,E4,1,2,43,9,深位,86820.0,87471.77862972996,87545.40953835404,73.63090862408552,651.7786297299608,725.4095383540407,是
3528,B6T0000000262,E4,1,1,45,39,浅位,86880.0,87566.29270402281,87652.14279921197,85.85009518916877,686.2927040228096,772.1427992119716,是
3529,B6T0000000262,E4,1,1,45,39,深位,86880.0,87673.26133016692,87759.95506881438,86.69373864746217,793.2613301669189,879.955068814379,是
2436,B6T0000001589,E1,1,2,2,18,浅位,87720.0,87781.07359976933,87810.08040190552,29.006802136192775,61.07359976932639,90.08040190552128,是
2439,B6T0000001589,E1,1,2,2,18,深位,87720.0,87831.19893286047,87860.20573499666,29.006802136192775,111.19893286046863,140.20573499666352,是
2161,B6T0000001774,E1,1,2,3,13,浅位,87840.0,87881.32426595161,87907.42516716322,26.100901211614158,41.32426595161087,67.4251671632228,是
2160,B6T0000001774,E1,1,2,3,13,深位,87840.0,87934.61697027659,87967.48320939096,32.86623911437726,94.61697027659102,127.48320939096448,是
188,B6T0000000932,E3,1,1,9,8,浅位,88140.0,88140.0,88172.12998311028,32.129983110275866,0.0,32.12998311028059,否
1687,B6T0000001375,E1,1,1,2,9,浅位,88320.0,88320.0,88343.65909188589,23.65909188588344,0.0,23.659091885885573,否
1696,B6T0000001375,E1,1,1,2,9,深位,88320.0,88343.65909188589,88367.31818377177,23.65909188588344,23.659091885885573,47.318183771771146,否
1688,B6T0000001375,E1,1,2,2,9,浅位,88320.0,88367.31818377177,88390.97727565766,23.65909188588344,47.318183771771146,70.97727565765672,否
1695,B6T0000001375,E1,1,2,2,9,深位,88320.0,88390.97727565766,88414.63636754354,23.65909188588344,70.97727565765672,94.63636754354229,否
469,B6T0000001382,E1,1,1,2,4,浅位,88620.0,88620.0,88639.87023750388,19.870237503883608,0.0,19.87023750388471,否
800,B6T0000000540,E3,1,1,9,12,浅位,88620.0,88639.87023750388,88674.40869869261,34.538461188721456,19.87023750388471,54.408698692612234,否
801,B6T0000000540,E3,1,1,9,12,深位,88620.0,88674.40869869261,88708.94715988134,34.538461188721456,54.408698692612234,88.94715988133976,否
802,B6T0000000540,E3,1,2,9,12,浅位,88620.0,88708.94715988134,88743.48562107007,34.538461188721456,88.94715988133976,123.48562107006728,否
799,B6T0000000540,E3,1,2,9,12,深位,88620.0,88763.6277566938,88788.6189500623,24.99119336851374,143.62775669379334,168.61895006230043,是
403,B6T0000000471,E3,1,1,17,1,浅位,88740.0,88810.03243466683,88847.62368741872,37.59125275188296,70.03243466683489,107.62368741871614,是
402,B6T0000000471,E3,1,1,17,1,深位,88740.0,88869.03717202324,88906.62842477512,37.59125275188296,129.03717202323605,166.6284247751173,是
407,B6T0000000471,E3,1,2,17,1,浅位,88740.0,88928.04190937964,88965.63316213152,37.59125275188296,188.04190937963722,225.63316213151847,是
404,B6T0000000471,E3,1,2,17,1,深位,88740.0,88987.04664673604,89024.63789948792,37.59125275188296,247.04664673603838,284.63789948791964,是
181,B6T0000000932,E3,1,1,9,8,深位,89040.0,89082.93479984693,89117.04740360417,34.112603757244656,42.93479984693113,77.04740360417054,是
180,B6T0000000932,E3,1,2,9,8,浅位,89040.0,89137.1895392279,89157.33167485162,20.14213562373095,97.1895392278966,117.33167485162267,是
179,B6T0000000932,E3,1,2,9,8,深位,89040.0,89177.47381047536,89197.61594609909,20.14213562373095,137.47381047536328,157.61594609908934,是
2130,B6T0000000727,E3,1,1,17,18,浅位,89040.0,89217.75808172283,89261.55851130877,43.80042958593738,177.75808172282996,221.55851130877272,是
2132,B6T0000000727,E3,1,1,17,18,深位,89040.0,89283.97920096395,89320.2608075592,36.28160659524529,243.97920096394955,280.26080755919975,是
2127,B6T0000000727,E3,1,2,17,18,浅位,89040.0,89342.68149721436,89378.96310380961,36.28160659524529,302.681497214362,338.9631038096122,是
2128,B6T0000000727,E3,1,2,17,18,深位,89040.0,89406.15490692297,89452.68895304477,46.53404612180621,366.1549069229659,412.6889530447661,是
2986,B6T0000001732,E1,1,2,5,28,浅位,89520.0,89573.63336134986,89620.77819329168,47.14483194182283,53.633361349857296,100.77819329168415,是
2988,B6T0000001732,E1,1,2,5,28,深位,89520.0,89649.40577949857,89696.5506114404,47.14483194182283,129.40577949857106,176.55061144039792,是
2022,B6T0000000073,E4,1,1,43,13,浅位,92040.0,92128.83369065083,92207.01605756958,78.1823669187441,88.83369065083389,167.01605756957724,是
2023,B6T0000000073,E4,1,1,43,13,深位,92040.0,92241.21073523075,92320.45976881616,79.24903358541076,201.2107352307503,280.45976881615934,是
2024,B6T0000000073,E4,1,2,43,13,浅位,92040.0,92320.45976881616,92398.1586086002,77.6988397840496,280.45976881615934,358.1586086002062,否
2026,B6T0000000073,E4,1,2,43,13,深位,92040.0,92398.1586086002,92475.85744838425,77.6988397840496,358.1586086002062,435.8574483842531,否
3406,B6T0000000663,E3,1,1,31,29,浅位,92580.0,92580.0,92649.6128006796,69.61280067960172,0.0,69.61280067960615,否
3407,B6T0000000663,E3,1,1,31,29,深位,92580.0,92649.6128006796,92719.22560135921,69.61280067960172,69.61280067960615,139.2256013592123,否
3086,B6T0000001251,E3,1,1,9,41,浅位,93900.0,93900.0,93945.74817623774,45.748176237743856,0.0,45.74817623774288,否
3085,B6T0000001251,E3,1,1,9,41,深位,93900.0,93945.74817623774,93991.49635247549,45.748176237743856,45.74817623774288,91.49635247548576,否
3087,B6T0000001251,E3,1,2,9,41,浅位,93900.0,93991.49635247549,94037.24452871323,45.748176237743856,91.49635247548576,137.24452871322865,否
1412,B6T0000000408,E3,1,1,24,2,浅位,97380.0,97380.0,97426.00652511495,46.006525114949866,0.0,46.00652511494991,否
1403,B6T0000000408,E3,1,1,24,2,深位,97380.0,97426.00652511495,97472.0130502299,46.006525114949866,46.00652511494991,92.01305022989982,否
1404,B6T0000000408,E3,1,2,24,2,浅位,97380.0,97472.0130502299,97518.01957534485,46.006525114949866,92.01305022989982,138.01957534484973,否
1405,B6T0000000408,E3,1,2,24,2,深位,97380.0,97518.01957534485,97564.0261004598,46.006525114949866,138.01957534484973,184.02610045979964,否
1316,B6T0000000836,E3,1,1,12,14,浅位,97740.0,97740.0,97780.07531804593,40.07531804592297,0.0,40.075318045928725,否
1315,B6T0000000836,E3,1,1,12,14,深位,97740.0,97780.07531804593,97820.15063609186,40.07531804592297,40.075318045928725,80.15063609185745,否
1314,B6T0000000836,E3,1,2,12,14,浅位,97740.0,97820.15063609186,97860.22595413779,40.07531804592297,80.15063609185745,120.22595413778618,否
1308,B6T0000000836,E3,1,2,12,14,深位,97740.0,97860.22595413779,97900.30127218371,40.07531804592297,120.22595413778618,160.3012721837149,否
2928,B6T0000000048,E4,1,1,47,19,浅位,100620.0,100620.0,100706.66810692615,86.66810692614695,0.0,86.668106926154,否
2927,B6T0000000048,E4,1,1,47,19,深位,100620.0,100706.66810692615,100793.33621385231,86.66810692614695,86.668106926154,173.336213852308,否
2926,B6T0000000048,E4,1,2,47,19,浅位,100620.0,100793.33621385231,100880.00432077846,86.66810692614695,173.336213852308,260.004320778462,否
3573,B6T0000001960,E1,1,1,1,52,浅位,105720.0,105720.0,105757.35980475605,37.35980475605835,0.0,37.359804756051744,否
3572,B6T0000001960,E1,1,1,1,52,深位,105720.0,105757.35980475605,105794.7196095121,37.35980475605835,37.359804756051744,74.71960951210349,否
933,B6T0000000508,E3,1,1,9,13,浅位,106200.0,106200.0,106235.07439335408,35.0743933540809,0.0,35.0743933540798,否
934,B6T0000000508,E3,1,1,9,13,深位,106200.0,106235.07439335408,106270.14878670816,35.0743933540809,35.0743933540798,70.1487867081596,否
935,B6T0000000508,E3,1,2,9,13,浅位,106200.0,106270.14878670816,106305.22318006224,35.0743933540809,70.1487867081596,105.22318006223941,否
1060,B6T0000001185,E3,1,1,21,2,浅位,106380.0,106548.44416838931,106590.78172798702,42.337559597708484,168.4441683893092,210.78172798702144,否
1061,B6T0000001185,E3,1,1,21,2,深位,106380.0,106590.78172798702,106633.11928758473,42.337559597708484,210.78172798702144,253.11928758473368,否
1062,B6T0000001185,E3,1,2,21,2,浅位,106380.0,106633.11928758473,106675.45684718245,42.337559597708484,253.11928758473368,295.4568471824459,否
1063,B6T0000001185,E3,1,2,21,2,深位,106380.0,106675.45684718245,106717.79440678016,42.337559597708484,295.4568471824459,337.79440678015817,否
3715,B6T0000001576,E1,1,1,4,56,浅位,107220.0,107220.0,107264.56779352251,44.56779352251703,0.0,44.56779352251033,否
3714,B6T0000001576,E1,1,1,4,56,深位,107220.0,107264.56779352251,107309.13558704502,44.56779352251703,44.56779352251033,89.13558704502066,否
2629,B6T0000000942,E3,1,1,17,25,浅位,108420.0,108520.36762048813,108571.39924871997,51.03162823183824,100.36762048813398,151.3992487199721,否
2630,B6T0000000942,E3,1,1,17,25,深位,108420.0,108571.39924871997,108622.43087695181,51.03162823183824,151.3992487199721,202.4308769518102,否
2961,B6T0000001529,E1,1,2,4,28,浅位,110700.0,110700.0,110735.66072931829,35.660729318285505,0.0,35.66072931828967,否
2959,B6T0000001529,E1,1,2,4,28,深位,110700.0,110735.66072931829,110771.32145863658,35.660729318285505,35.66072931828967,71.32145863657934,否
2574,B6T0000000647,E3,1,1,15,26,浅位,111780.0,111972.42342272366,112021.38424446198,48.9608217383235,192.42342272365931,241.38424446198042,否
563,B6T0000001238,E3,1,1,17,2,深位,113640.0,113687.26701030732,113735.38241921025,48.11540890292848,47.26701030731783,95.38241921024746,是
562,B6T0000001238,E3,1,2,17,2,浅位,113640.0,113781.03145279565,113829.14686169858,48.11540890292848,141.0314527956507,189.14686169858032,是
560,B6T0000001238,E3,1,2,17,2,深位,113640.0,113874.79589528398,113922.91130418691,48.11540890292848,234.79589528398355,282.9113041869132,是
50,B6T0000001104,E3,1,1,9,4,浅位,123780.0,123949.88134444228,123978.87253781079,28.99119336851374,169.8813444422849,198.87253781079198,否
42,B6T0000001104,E3,1,1,9,4,深位,123780.0,123978.87253781079,124007.8637311793,28.99119336851374,198.87253781079198,227.86373117929907,否
52,B6T0000001104,E3,1,2,9,4,浅位,123780.0,124007.8637311793,124036.8549245478,28.99119336851374,227.86373117929907,256.85492454780615,否
53,B6T0000001104,E3,1,2,9,4,深位,123780.0,124036.8549245478,124065.84611791631,28.99119336851374,256.85492454780615,285.84611791631323,否
1582,B6T0000001102,E3,1,2,13,20,浅位,127860.0,127860.0,127904.1282454469,44.12824544690687,0.0,44.12824544690375,否
1580,B6T0000001102,E3,1,2,13,20,深位,127860.0,127904.1282454469,127948.25649089381,44.12824544690687,44.12824544690375,88.2564908938075,否
1583,B6T0000001102,E3,1,1,26,2,浅位,127860.0,127948.25649089381,127996.70899302025,48.45250212644412,88.2564908938075,136.70899302024918,否
1584,B6T0000001102,E3,1,1,26,2,深位,127860.0,127996.70899302025,128045.16149514669,48.45250212644412,136.70899302024918,185.16149514669087,否
1579,B6T0000001102,E3,1,2,26,2,浅位,127860.0,128045.16149514669,128093.61399727313,48.45250212644412,185.16149514669087,233.61399727313255,否
1585,B6T0000001102,E3,1,2,26,2,深位,127860.0,128093.61399727313,128142.06649939957,48.45250212644412,233.61399727313255,282.06649939957424,否
1586,B6T0000001102,E3,1,2,25,3,浅位,127860.0,128142.06649939957,128190.5002520595,48.433752659919776,282.06649939957424,330.5002520595008,否
1587,B6T0000001102,E3,1,2,25,3,深位,127860.0,128190.5002520595,128238.93400471943,48.433752659919776,330.5002520595008,378.9340047194273,否
3579,B6T0000000206,E4,1,1,46,39,浅位,127980.0,128238.93400471943,128331.26214338113,92.32813866170184,258.9340047194273,351.26214338112914,否
3578,B6T0000000206,E4,1,1,46,39,深位,127980.0,128331.26214338113,128423.59028204283,92.32813866170184,351.26214338112914,443.59028204283095,否
3522,B6T0000001764,E1,1,1,8,46,浅位,128640.0,128640.0,128685.95385534609,45.95385534608492,0.0,45.95385534608795,否
3523,B6T0000001764,E1,1,1,8,46,深位,128640.0,128685.95385534609,128731.90771069218,45.95385534608492,45.95385534608795,91.9077106921759,否
1046,B6T0000001052,E3,1,1,18,5,浅位,130740.0,131070.94493013958,131112.72741092218,41.78248078258579,330.9449301395798,372.7274109221762,否
1033,B6T0000001052,E3,1,1,18,5,深位,130740.0,131112.72741092218,131154.50989170477,41.78248078258579,372.7274109221762,414.5098917047726,否
1034,B6T0000001052,E3,1,2,18,5,浅位,130740.0,131154.50989170477,131196.29237248737,41.78248078258579,414.5098917047726,456.292372487369,否
1035,B6T0000001052,E3,1,2,18,5,深位,130740.0,131196.29237248737,131238.07485326997,41.78248078258579,456.292372487369,498.0748532699654,否
3333,B6T0000000143,E4,1,1,43,34,浅位,131700.0,131700.0,131786.13169836107,86.13169836106789,0.0,86.13169836107409,否
3332,B6T0000000143,E4,1,1,43,34,深位,131700.0,131786.13169836107,131872.26339672215,86.13169836106789,86.13169836107409,172.26339672214817,否
2523,B6T0000001186,E3,1,1,31,9,浅位,136200.0,136319.93523293274,136380.51099148105,60.57575854829836,119.93523293273756,180.5109914810455,否
2524,B6T0000001186,E3,1,1,31,9,深位,136200.0,136380.51099148105,136441.08675002935,60.57575854829836,180.5109914810455,241.08675002935342,否
2520,B6T0000001186,E3,1,2,31,9,浅位,136200.0,136441.08675002935,136501.66250857766,60.57575854829836,241.08675002935342,301.66250857766136,否
2751,B6T0000001729,E1,1,1,2,25,浅位,136560.0,136560.0,136591.23680064987,31.236800649883108,0.0,31.236800649872748,否
2750,B6T0000001729,E1,1,1,2,25,深位,136560.0,136591.23680064987,136622.47360129975,31.236800649883108,31.236800649872748,62.473601299745496,否
2749,B6T0000001729,E1,1,2,2,25,浅位,136560.0,136622.47360129975,136653.71040194962,31.236800649883108,62.473601299745496,93.71040194961824,否
2748,B6T0000001729,E1,1,2,2,25,深位,136560.0,136653.71040194962,136684.9472025995,31.236800649883108,93.71040194961824,124.94720259949099,否
2882,B6T0000001470,E1,1,1,1,28,浅位,138360.0,138436.8351243257,138488.15108835965,51.315964033934904,76.83512432570569,128.1510883596493,是
2883,B6T0000001470,E1,1,1,1,28,深位,138360.0,138488.15108835965,138517.8328144187,29.681726059073203,128.1510883596493,157.83281441871077,否
2880,B6T0000001470,E1,1,2,1,28,浅位,138360.0,138517.8328144187,138547.51454047777,29.681726059073203,157.83281441871077,187.51454047777224,否
2881,B6T0000001470,E1,1,2,1,28,深位,138360.0,138547.51454047777,138577.19626653683,29.681726059073203,187.51454047777224,217.19626653683372,否
2840,B6T0000001351,E1,1,1,6,25,浅位,139980.0,139980.0,140016.9935470938,36.9935470938006,0.0,36.993547093792586,否
2841,B6T0000001351,E1,1,1,6,25,深位,139980.0,140016.9935470938,140053.98709418759,36.9935470938006,36.993547093792586,73.98709418758517,否
2842,B6T0000001351,E1,1,2,6,25,浅位,139980.0,140053.98709418759,140090.98064128138,36.9935470938006,73.98709418758517,110.98064128137776,否
2843,B6T0000001351,E1,1,2,6,25,深位,139980.0,140090.98064128138,140127.97418837517,36.9935470938006,110.98064128137776,147.97418837517034,否
2638,B6T0000001516,E1,1,1,1,23,浅位,140160.0,140160.0,140187.8037004443,27.803700444291778,0.0,27.803700444288552,否
557,B6T0000001827,E1,1,1,4,3,浅位,140580.0,140637.48542650335,140659.65991121653,22.174484713171445,57.48542650335003,79.65991121652769,否
