入库批次,原材料编号,箱子类型,堆垛机编号,货架号,层(z),列(x),深浅位,到达时刻(s),开始时刻(s),完成时刻(s),流动时间(s),是否复合
IN0199,B6T0000000581,E3,1,1,10,64,浅位,12600.0,14510.61163021812,14542.872896520375,1942.8728965203754,否
IN0199,B6T0000000581,E3,1,1,10,64,深位,12600.0,14565.065646715759,14597.326913018014,1997.3269130180142,否
IN0199,B6T0000000581,E3,1,2,10,64,浅位,12600.0,14619.519663213398,14651.780929515653,2051.780929515653,否
IN0199,B6T0000000581,E3,1,2,10,64,深位,12600.0,14673.973679711036,14706.234946013292,2106.234946013292,否
IN0199,B6T0000000581,E3,1,1,10,65,浅位,12600.0,14728.427696208675,14760.862875554409,2160.8628755544087,否
IN0199,B6T0000000581,E3,1,1,10,65,深位,12600.0,14783.188959083127,14815.62413842886,2215.6241384288605,否
IN0199,B6T0000000581,E3,1,2,10,65,浅位,12600.0,14837.950221957579,14870.385401303312,2270.3854013033124,否
IN0199,B6T0000000581,E3,1,2,10,65,深位,12600.0,14892.71148483203,14925.146664177764,2325.1466641777643,否
IN0199,B6T0000000581,E3,1,2,11,61,深位,12600.0,14947.472747706483,14980.029482385842,2380.029482385842,否
IN0199,B6T0000000581,E3,1,2,22,19,深位,12600.0,15002.48947971704,15035.076243121362,2435.0762431213625,否
IN0199,B6T0000000581,E3,1,1,10,66,浅位,12600.0,15057.207011930543,15089.816104319754,2489.8161043197542,否
IN0199,B6T0000000581,E3,1,1,10,66,深位,12600.0,15112.275521181806,15144.884613571017,2544.8846135710173,否
IN0199,B6T0000000581,E3,1,2,10,66,浅位,12600.0,15167.344030433069,15199.95312282228,2599.9531228222804,否
IN0199,B6T0000000581,E3,1,2,10,66,深位,12600.0,15222.412539684332,15255.021632073544,2655.0216320735435,是
IN0199,B6T0000000581,E3,1,1,9,45,浅位,12600.0,15294.546547340782,15322.607915671542,2722.6079156715423,是
IN0199,B6T0000000581,E3,1,1,9,45,深位,12600.0,15350.669284002302,15378.730652333063,2778.7306523330626,是
IN0199,B6T0000000581,E3,1,2,9,45,浅位,12600.0,15406.792020663823,15434.853388994583,2834.853388994583,否
IN0199,B6T0000000581,E3,1,1,11,62,浅位,12600.0,15453.78159222486,15486.512239947697,2886.512239947697,否
IN0199,B6T0000000581,E3,1,1,11,62,深位,12600.0,15509.105570612228,15541.836218335065,2941.8362183350655,否
IN0199,B6T0000000581,E3,1,2,11,62,浅位,12600.0,15564.429548999597,15597.160196722434,2997.160196722434,否
IN0199,B6T0000000581,E3,1,2,11,62,深位,12600.0,15619.753527386965,15652.484175109803,3052.484175109803,否
IN0199,B6T0000000581,E3,1,1,10,67,浅位,12600.0,15675.077505774334,15707.860511207024,3107.8605112070236,否
IN0199,B6T0000000581,E3,1,1,10,67,深位,12600.0,15730.453261402408,15763.236266835098,3163.236266835098,否
IN0199,B6T0000000581,E3,1,2,10,67,浅位,12600.0,15785.829017030483,15818.612022463172,3218.6120224631723,否
IN0199,B6T0000000581,E3,1,2,10,67,深位,12600.0,15841.204772658557,15873.987778091247,3273.9877780912466,否
IN0199,B6T0000000581,E3,1,2,12,58,深位,12600.0,15896.580528286631,15929.371935958474,3329.371935958474,否
IN0199,B6T0000000581,E3,1,1,14,50,深位,12600.0,15952.049541201806,15984.84691751365,3384.8469175136506,否
IN0199,B6T0000000581,E3,1,1,11,63,浅位,12600.0,16007.580250846984,16040.4848116133,3440.4848116133,否
IN0199,B6T0000000581,E3,1,1,11,63,深位,12600.0,16063.211475611164,16096.11603637748,3496.1160363774798,否
IN0199,B6T0000000581,E3,1,2,11,63,浅位,12600.0,16118.842700375344,16151.74726114166,3551.7472611416597,否
IN0199,B6T0000000581,E3,1,2,11,63,深位,12600.0,16174.473925139524,16207.37848590584,3607.3784859058396,否
IN0199,B6T0000000581,E3,1,1,10,68,浅位,12600.0,16230.105149903704,16263.062068379873,3663.0620683798734,否
IN0199,B6T0000000581,E3,1,1,10,68,深位,12600.0,16285.78815190859,16318.745070384759,3718.745070384759,否
IN0199,B6T0000000581,E3,1,2,10,68,浅位,12600.0,16341.471153913475,16374.428072389645,3774.4280723896445,否
IN0199,B6T0000000581,E3,1,2,10,68,深位,12600.0,16397.15415591836,16430.11107439453,3830.1110743945283,否
IN0199,B6T0000000581,E3,1,2,21,24,深位,12600.0,16452.837157923248,16485.81442723921,3885.814427239209,否
IN0199,B6T0000000581,E3,1,1,11,64,浅位,12600.0,16508.377988159293,16541.456461969086,3941.4564619690864,否
IN0199,B6T0000000581,E3,1,1,11,64,深位,12600.0,16564.316459300284,16597.394933110078,3997.3949331100775,否
IN0199,B6T0000000581,E3,1,2,11,64,浅位,12600.0,16620.254930441275,16653.33340425107,4053.3334042510687,是
IN0199,B6T0000000581,E3,1,2,11,64,深位,12600.0,16690.90054397339,16723.979017783182,4123.979017783182,是
IN0070,B6T0000000198,E4,1,1,43,6,浅位,29340.0,29340.0,29383.33691052005,43.33691052005088,否
IN0070,B6T0000000198,E4,1,1,43,6,深位,29340.0,29413.31869098009,29456.65560150014,116.65560150014062,否
IN0070,B6T0000000198,E4,1,1,45,3,浅位,29340.0,29486.63738196018,29530.263552540833,190.2635525408332,否
IN0070,B6T0000000198,E4,1,1,45,3,深位,29340.0,29560.295272551135,29603.92144313179,263.9214431317887,否
IN0070,B6T0000000198,E4,1,2,45,3,浅位,29340.0,29633.95316314209,29677.579333722744,337.5793337227442,否
IN0070,B6T0000000198,E4,1,2,45,3,深位,29340.0,29707.611053733046,29751.2372243137,411.2372243136997,否
IN0070,B6T0000000198,E4,1,1,43,7,深位,29340.0,29781.268944324,29824.998377980613,484.99837798061344,否
IN0070,B6T0000000198,E4,1,1,46,2,浅位,29340.0,29855.331241807093,29899.183806862875,559.1838068628749,否
IN0070,B6T0000000198,E4,1,1,46,2,深位,29340.0,29929.313628991007,29973.16619404679,633.1661940467893,否
IN0070,B6T0000000198,E4,1,2,46,2,浅位,29340.0,30003.29601617492,30047.148581230704,707.1485812307037,否
IN0070,B6T0000000198,E4,1,2,46,2,深位,29340.0,30077.278403358836,30121.130968414618,781.1309684146181,否
IN0070,B6T0000000198,E4,1,1,43,10,浅位,29340.0,30151.26079054275,30196.02327689757,856.0232768975693,否
IN0070,B6T0000000198,E4,1,1,43,10,深位,29340.0,30227.28013114706,30272.04261750188,932.0426175018802,否
IN0070,B6T0000000198,E4,1,2,43,10,浅位,29340.0,30303.299471751372,30348.06195810619,1008.061958106191,否
IN0070,B6T0000000198,E4,1,2,43,10,深位,29340.0,30379.318812355683,30424.081298710502,1084.0812987105019,否
IN0070,B6T0000000198,E4,1,2,48,2,深位,29340.0,30455.338152959994,30500.91485594681,1160.9148559468085,否
IN0070,B6T0000000198,E4,1,2,44,14,深位,29340.0,30532.378011408277,30579.161326181824,1239.1613261818238,否
IN0070,B6T0000000198,E4,1,1,44,18,深位,29340.0,30612.121273060762,30659.906554435,1319.9065544350015,否
IN0070,B6T0000000198,E4,1,1,45,25,深位,29340.0,30693.762687486073,30743.92475645159,1403.92475645159,否
IN0179,B6T0000000514,E3,1,1,17,2,浅位,33000.0,33000.0,33023.249116779916,23.24911677991622,否
IN0179,B6T0000000514,E3,1,1,13,8,浅位,33000.0,33037.44560557472,33060.76452878973,60.76452878973214,否
IN0179,B6T0000000514,E3,1,1,13,8,深位,33000.0,33075.34607761739,33098.6650008324,98.66500083239953,否
IN0353,B6T0000001093,E3,1,2,13,8,浅位,33060.0,33113.246549660056,33136.56547287507,76.56547287506692,否
IN0353,B6T0000001093,E3,1,2,13,8,深位,33060.0,33151.14702170272,33174.465944917734,114.4659449177343,否
IN0353,B6T0000001093,E3,1,1,17,32,浅位,33060.0,33189.04749374539,33220.78189189955,160.7818918995472,否
IN0353,B6T0000001093,E3,1,1,12,60,浅位,33060.0,33242.56784707875,33275.70708083755,215.70708083755017,否
IN0480,B6T0000001445,E1,1,1,7,3,深位,35640.0,35640.0,35656.675204166066,16.67520416606567,否
IN0480,B6T0000001445,E1,1,2,4,8,深位,35640.0,35665.66143142059,35682.60978829221,42.609788292211306,否
IN0506,B6T0000001520,E1,1,1,1,23,深位,40860.0,40860.0,40877.59166304662,17.59166304662358,否
IN0506,B6T0000001520,E1,1,2,4,10,深位,40860.0,40887.80370044429,40905.41975838676,45.41975838675717,否
IN0506,B6T0000001520,E1,1,1,3,13,深位,40860.0,40915.397106435186,40933.08034494111,73.08034494111052,否
IN0357,B6T0000001102,E3,1,2,13,20,浅位,44160.0,44218.984832007714,44245.59117288323,85.59117288322886,是
IN0357,B6T0000001102,E3,1,2,13,20,深位,44160.0,44320.15305457546,44346.75939545097,186.75939545097208,否
IN0357,B6T0000001102,E3,1,2,11,52,浅位,44160.0,44364.28130002236,44395.27281731042,235.27281731041876,否
IN0357,B6T0000001102,E3,1,2,11,52,深位,44160.0,44416.532814641614,44447.52433192967,287.52433192967146,否
IN0357,B6T0000001102,E3,1,1,12,60,深位,44160.0,44468.78432926087,44501.92356301966,341.92356301966356,否
IN0357,B6T0000001102,E3,1,2,12,60,浅位,44160.0,44524.86783492967,44558.007068688465,398.00706868846464,否
IN0357,B6T0000001102,E3,1,2,12,60,深位,44160.0,44580.95134059847,44614.090574357266,454.0905743572657,否
IN0357,B6T0000001102,E3,1,1,11,65,浅位,44160.0,44637.03484626727,44670.28723312054,510.28723312054353,否
IN0357,B6T0000001102,E3,1,1,11,65,深位,44160.0,44693.280563785076,44726.53295063835,566.5329506383496,否
IN0357,B6T0000001102,E3,1,2,11,65,浅位,44160.0,44749.52628130288,44782.778668156156,622.7786681561556,否
IN0357,B6T0000001102,E3,1,2,11,65,深位,44160.0,44805.77199882069,44839.02438567396,679.0243856739617,否
IN0357,B6T0000001102,E3,1,1,12,61,浅位,44160.0,44862.017716338494,44895.33086314077,735.3308631407708,否
IN0357,B6T0000001102,E3,1,1,12,61,深位,44160.0,44918.40846838411,44951.72161518638,791.7216151863831,否
IN0357,B6T0000001102,E3,1,2,12,61,浅位,44160.0,44974.79922042972,45008.112367231995,848.1123672319954,否
IN0341,B6T0000001046,E3,1,1,9,10,浅位,46980.0,46980.0,47000.80983669458,20.809836694577825,否
IN0341,B6T0000001046,E3,1,1,9,10,深位,46980.0,47013.394894174344,47034.20473086892,54.204730868921615,否
IN0539,B6T0000001604,E1,1,1,8,4,深位,49320.0,49320.0,49337.74596669241,17.745966692411457,否
IN0539,B6T0000001604,E1,1,1,4,12,深位,49320.0,49347.64823077675,49365.867936629154,45.86793662915443,否
IN0416,B6T0000001271,E3,1,2,9,10,浅位,52020.0,52020.0,52040.80983669458,20.809836694577825,是
IN0416,B6T0000001271,E3,1,2,9,10,深位,52020.0,52067.16684153855,52087.97667823313,67.97667823312804,是
IN0416,B6T0000001271,E3,1,2,12,61,深位,52020.0,52114.3336830771,52147.64682987938,127.64682987937704,是
IN0416,B6T0000001271,E3,1,1,11,66,浅位,52020.0,52186.59168121654,52220.01798111329,200.01798111329117,是
IN0416,B6T0000001271,E3,1,1,11,66,深位,52020.0,52258.87918763581,52292.30548753256,272.30548753256153,否
IN0416,B6T0000001271,E3,1,2,11,66,浅位,52020.0,52315.432151530425,52348.85845142718,328.8584514271788,否
IN0416,B6T0000001271,E3,1,2,11,66,深位,52020.0,52371.98511542504,52405.411415321796,385.4114153217961,否
IN0416,B6T0000001271,E3,1,1,12,62,浅位,52020.0,52428.53807931966,52462.02513916542,442.0251391654165,否
IN0416,B6T0000001271,E3,1,1,12,62,深位,52020.0,52485.23607774208,52518.72313758784,498.72313758784003,否
IN0416,B6T0000001271,E3,1,2,12,62,浅位,52020.0,52541.93407616451,52575.42113601026,555.4211360102636,否
IN0416,B6T0000001271,E3,1,2,12,62,深位,52020.0,52598.63207458693,52632.11913443269,612.1191344326871,否
IN0416,B6T0000001271,E3,1,1,11,67,浅位,52020.0,52655.330073009354,52688.93028594958,668.9302859495801,否
IN0416,B6T0000001271,E3,1,1,11,67,深位,52020.0,52712.19028328078,52745.79049622101,725.7904962210087,否
IN0416,B6T0000001271,E3,1,2,11,67,浅位,52020.0,52769.05049355221,52802.65070649244,782.6507064924372,否
IN0416,B6T0000001271,E3,1,2,11,67,深位,52020.0,52825.91070382364,52859.510916763866,839.5109167638657,否
IN0618,B6T0000001827,E1,1,1,5,12,浅位,84780.0,84780.0,84798.92820323027,18.92820323027263,否
IN0618,B6T0000001827,E1,1,1,5,12,深位,84780.0,84810.02395606978,84828.95215930005,48.95215930005361,否
IN0618,B6T0000001827,E1,1,2,5,12,浅位,84780.0,84840.04791213956,84858.97611536983,78.97611536983459,否
IN0618,B6T0000001827,E1,1,2,5,12,深位,84780.0,84870.07186820934,84889.00007143962,109.00007143961557,否
IN0618,B6T0000001827,E1,1,2,6,10,深位,84780.0,84900.09582427912,84919.05362918017,139.05362918016908,否
IN0618,B6T0000001827,E1,1,1,4,15,深位,84780.0,84930.12650903275,84949.1639783473,169.16397834729287,否
IN0618,B6T0000001827,E1,1,1,8,8,浅位,84780.0,84960.41267537652,84979.81549631842,199.81549631842063,否
IN0618,B6T0000001827,E1,1,1,8,8,深位,84780.0,84991.19969589503,85010.60251683694,230.60251683693787,否
IN0618,B6T0000001827,E1,1,2,8,8,浅位,84780.0,85021.98671641355,85041.38953735546,261.3895373554551,否
IN0618,B6T0000001827,E1,1,2,8,8,深位,84780.0,85052.77373693207,85072.17655787397,292.17655787397234,否
IN0618,B6T0000001827,E1,1,1,7,10,浅位,84780.0,85083.56075745058,85103.09641532185,323.09641532185196,否
IN0618,B6T0000001827,E1,1,1,7,10,深位,84780.0,85114.64111014889,85134.17676802016,354.1767680201592,否
IN0618,B6T0000001827,E1,1,2,7,10,浅位,84780.0,85145.7214628472,85165.25712071847,385.25712071846647,否
IN0561,B6T0000001665,E1,1,1,4,17,深位,86940.0,86970.80898836095,86990.34670223431,50.346702234310214,是
IN0561,B6T0000001665,E1,1,2,1,35,深位,86940.0,87064.51094419173,87084.34790071347,144.3479007134738,是
IN0561,B6T0000001665,E1,1,1,5,18,深位,86940.0,87122.27270711907,87142.75798849331,202.7579884933075,是
IN0561,B6T0000001665,E1,1,1,2,31,浅位,86940.0,87173.5083627603,87194.1079931011,254.1079931011045,是
IN0561,B6T0000001665,E1,1,1,2,31,深位,86940.0,87229.55107937638,87250.15070971719,310.15070971718524,是
IN0561,B6T0000001665,E1,1,2,2,31,浅位,86940.0,87285.59379599246,87306.19342633327,366.19342633326596,是
IN0561,B6T0000001665,E1,1,1,1,40,浅位,86940.0,87341.63651260854,87362.34303434768,422.34303434767935,是
IN0561,B6T0000001665,E1,1,1,1,40,深位,86940.0,87396.26784075328,87416.97436249242,476.9743624924158,是
IN0561,B6T0000001665,E1,1,2,6,17,深位,86940.0,87450.89916889802,87471.77862972996,531.7786297299608,是
IN0561,B6T0000001665,E1,1,1,4,23,深位,86940.0,87545.40953835406,87566.29270402281,626.2927040228096,是
IN0561,B6T0000001665,E1,1,1,9,11,浅位,86940.0,87652.14279921197,87673.26133016692,733.2613301669189,是
IN0561,B6T0000001665,E1,1,1,9,11,深位,86940.0,87759.95506881438,87781.07359976933,841.0735997693264,是
IN0313,B6T0000000940,E3,1,2,9,11,浅位,87000.0,87810.08040190552,87831.19893286047,831.1989328604686,是
IN0313,B6T0000000940,E3,1,2,9,11,深位,87000.0,87860.20573499666,87881.32426595161,881.3242659516109,是
IN0313,B6T0000000940,E3,1,1,9,40,浅位,87000.0,87907.42516716322,87934.61697027659,934.616970276591,是
IN0399,B6T0000001209,E3,1,1,9,8,浅位,88740.0,88743.48562107007,88763.6277566938,23.627756693793344,是
IN0399,B6T0000001209,E3,1,1,9,12,浅位,88740.0,88788.61895006231,88810.03243466683,70.03243466683489,是
IN0399,B6T0000001209,E3,1,1,9,12,深位,88740.0,88847.62368741872,88869.03717202324,129.03717202323605,是
IN0399,B6T0000001209,E3,1,2,9,12,浅位,88740.0,88906.62842477512,88928.04190937964,188.04190937963722,是
IN0399,B6T0000001209,E3,1,2,9,12,深位,88740.0,88965.63316213152,88987.04664673604,247.04664673603838,是
IN0399,B6T0000001209,E3,1,1,17,1,浅位,88740.0,89024.63789948792,89047.0585891431,307.05858914309647,否
IN0399,B6T0000001209,E3,1,1,17,1,深位,88740.0,89060.51411019175,89082.93479984693,342.9347998469311,是
IN0399,B6T0000001209,E3,1,1,9,8,深位,88740.0,89117.04740360417,89137.1895392279,397.1895392278966,是
IN0399,B6T0000001209,E3,1,2,9,8,浅位,88740.0,89157.33167485164,89177.47381047536,437.4738104753633,是
IN0399,B6T0000001209,E3,1,2,9,8,深位,88740.0,89197.6159460991,89217.75808172283,477.75808172282996,是
IN0399,B6T0000001209,E3,1,2,17,1,浅位,88740.0,89261.55851130877,89283.97920096395,543.9792009639496,是
IN0399,B6T0000001209,E3,1,2,17,1,深位,88740.0,89320.26080755919,89342.68149721436,602.681497214362,是
IN0399,B6T0000001209,E3,1,1,9,40,深位,88740.0,89378.9631038096,89406.15490692297,666.1549069229659,是
IN0399,B6T0000001209,E3,1,2,9,40,浅位,88740.0,89452.68895304477,89479.88075615813,739.8807561581343,否
IN0399,B6T0000001209,E3,1,1,26,1,浅位,88740.0,89498.1226678874,89526.7502540943,786.7502540942951,否
IN0399,B6T0000001209,E3,1,1,26,1,深位,88740.0,89545.00577514296,89573.63336134986,833.6333613498573,是
IN0399,B6T0000001209,E3,1,2,26,1,浅位,88740.0,89620.77819329167,89649.40577949857,909.4057794985711,是
IN0399,B6T0000001209,E3,1,2,26,1,深位,88740.0,89696.55061144038,89725.17819764728,985.1781976472848,否
IN0399,B6T0000001209,E3,1,1,17,18,浅位,88740.0,89743.43371869595,89772.33968972536,1032.3396897253551,否
IN0399,B6T0000001209,E3,1,1,17,18,深位,88740.0,89791.59582277642,89820.50179380583,1080.50179380583,否
IN0399,B6T0000001209,E3,1,2,17,18,浅位,88740.0,89839.7579268569,89868.6638978863,1128.6638978863048,否
IN0399,B6T0000001209,E3,1,2,17,18,深位,88740.0,89887.92003093737,89916.82600196678,1176.8260019667796,否
IN0399,B6T0000001209,E3,1,1,12,63,浅位,88740.0,89936.08213501784,89969.74310790708,1229.7431079070811,否
IN0399,B6T0000001209,E3,1,1,12,63,深位,88740.0,89993.08737981708,90026.74835270632,1286.748352706316,否
IN0399,B6T0000001209,E3,1,2,12,63,浅位,88740.0,90050.09262461631,90083.75359750555,1343.7535975055507,否
IN0399,B6T0000001209,E3,1,2,12,63,深位,88740.0,90107.09786941555,90140.75884230479,1400.7588423047855,否
IN0399,B6T0000001209,E3,1,1,13,59,浅位,88740.0,90164.10311421478,90197.77605274552,1457.7760527455248,否
IN0399,B6T0000001209,E3,1,1,13,59,深位,88740.0,90221.16462398358,90254.83756251432,1514.8375625143235,否
IN0399,B6T0000001209,E3,1,2,13,59,浅位,88740.0,90278.22613375238,90311.89907228312,1571.8990722831222,否
IN0399,B6T0000001209,E3,1,2,13,59,深位,88740.0,90335.28764352118,90368.96058205192,1628.960582051921,否
IN0399,B6T0000001209,E3,1,1,11,68,浅位,88740.0,90392.34915328998,90426.12327927368,1686.1232792736846,否
IN0399,B6T0000001209,E3,1,1,11,68,深位,88740.0,90449.51660993822,90483.29073592192,1743.2907359219244,否
IN0399,B6T0000001209,E3,1,2,11,68,浅位,88740.0,90506.68406658646,90540.45819257016,1800.458192570164,否
IN0399,B6T0000001209,E3,1,2,11,68,深位,88740.0,90563.8515232347,90597.6256492184,1857.6256492184039,否
IN0399,B6T0000001209,E3,1,1,12,64,浅位,88740.0,90621.01897988294,90654.85386581565,1914.8538658156467,否
IN0399,B6T0000001209,E3,1,1,12,64,深位,88740.0,90678.33147105898,90712.16635699169,1972.1663569916855,否
IN0399,B6T0000001209,E3,1,2,12,64,浅位,88740.0,90735.64396223502,90769.47884816772,2029.4788481677242,否
IN0399,B6T0000001209,E3,1,2,12,64,深位,88740.0,90792.95645341105,90826.79133934376,2086.791339343763,否
IN0488,B6T0000001473,E1,1,1,2,4,浅位,90840.0,90850.2689445871,90863.73304620224,23.733046202236437,否
IN0488,B6T0000001473,E1,1,1,2,9,浅位,90840.0,90870.13918209098,90885.60328370612,45.60328370612115,否
IN0488,B6T0000001473,E1,1,1,2,9,深位,90840.0,90893.79827397686,90909.262375592,69.26237559200672,否
IN0488,B6T0000001473,E1,1,2,2,9,浅位,90840.0,90917.45736586275,90932.92146747789,92.92146747789229,否
IN0399,B6T0000001209,E3,1,1,13,60,浅位,88740.0,90941.11645774863,90974.96330932285,2234.9633093228476,否
IN0399,B6T0000001209,E3,1,1,13,60,深位,88740.0,90998.48521389424,91032.33206546845,2292.3320654684503,否
IN0399,B6T0000001209,E3,1,2,13,60,浅位,88740.0,91055.85397003984,91089.70082161405,2349.700821614053,否
IN0399,B6T0000001209,E3,1,2,13,60,深位,88740.0,91113.22272618544,91147.06957775966,2407.0695777596557,否
IN0399,B6T0000001209,E3,1,1,23,22,深位,88740.0,91170.59148233104,91204.53093454035,2464.530934540351,否
IN0399,B6T0000001209,E3,1,1,12,65,浅位,88740.0,91227.78807199237,91261.79687096857,2521.7968709685665,否
IN0399,B6T0000001209,E3,1,1,12,65,深位,88740.0,91285.40780954523,91319.41660852142,2579.4166085214238,否
IN0399,B6T0000001209,E3,1,2,12,65,浅位,88740.0,91343.02754709809,91377.03634607428,2637.036346074281,否
IN0399,B6T0000001209,E3,1,2,12,65,深位,88740.0,91400.64728465094,91434.65608362714,2694.6560836271383,否
IN0182,B6T0000000536,E3,1,1,13,61,浅位,89160.0,91458.2670222038,91492.28778682149,2332.2877868214855,否
IN0182,B6T0000000536,E3,1,1,13,61,深位,89160.0,91515.94302472622,91549.9637893439,2389.9637893439067,否
IN0182,B6T0000000536,E3,1,2,13,61,浅位,89160.0,91573.61902724864,91607.63979186633,2447.639791866328,否
IN0182,B6T0000000536,E3,1,2,13,61,深位,89160.0,91631.29502977106,91665.31579438875,2505.315794388749,否
IN0182,B6T0000000536,E3,1,1,12,66,浅位,89160.0,91688.97103229348,91723.15374431315,2563.153744313153,否
IN0182,B6T0000000536,E3,1,1,12,66,深位,89160.0,91746.89801622315,91781.08072824281,2621.080728242814,否
IN0182,B6T0000000536,E3,1,2,12,66,浅位,89160.0,91804.8250001528,91839.00771217248,2679.0077121724753,否
IN0182,B6T0000000536,E3,1,2,12,66,深位,89160.0,91862.75198408247,91896.93469610214,2736.9346961021365,否
IN0182,B6T0000000536,E3,1,1,14,58,浅位,89160.0,91920.67896801213,91954.8676486718,2794.867648671803,否
IN0182,B6T0000000536,E3,1,1,14,58,深位,89160.0,91978.6676486718,92012.85632933148,2852.85632933148,否
