堆垛机编号,巷道号,任务类型,订单号,原材料编号,箱子类型,到达时刻(s),开始时刻(s),完成时刻(s),操作时间(s),等待时间(s),流动时间(s),货架号,层(z),列(x),深浅位,是否复合
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,13329.17987135054,13360.719500550866,31.53962920032553,729.1798713505395,760.7195005508656,2,9,65,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,13382.314370447808,13413.853999648134,31.53962920032553,782.314370447808,813.853999648134,2,9,65,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,13435.448869545076,13467.16241178888,31.713542243803786,835.4488695450764,867.1624117888805,1,9,66,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,13488.890615019156,13520.60415726296,31.713542243803786,888.890615019156,920.6041572629601,1,9,66,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,13542.332360493236,13574.04590273704,31.713542243803786,942.3323604932357,974.0459027370398,2,9,66,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,13595.774105967315,13627.48764821112,31.713542243803786,995.7741059673153,1027.4876482111194,2,9,66,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,13649.215851441395,13681.103306728677,31.887455287282044,1049.215851441395,1081.1033067286771,1,9,67,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,13702.964843292286,13734.852298579568,31.887455287282044,1102.9648432922859,1134.852298579568,1,9,67,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,13756.713835143177,13788.601290430459,31.887455287282044,1156.7138351431768,1188.601290430459,2,9,67,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,13810.462826994068,13842.35028228135,31.887455287282044,1210.4628269940677,1242.3502822813498,2,9,67,深位,否
1,1,outbound,2612,B6T0000000877,E3,13860.0,13896.273187175719,13932.830599087292,36.557411911572984,36.273187175718704,72.83059908729228,1,9,33,浅位,是
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,13864.211818844959,13896.273187175719,32.06136833076031,1264.2118188449585,1296.2731871757187,1,9,68,浅位,是
1,1,outbound,2613,B6T0000000877,E3,13860.0,13958.805005754606,13984.77941242192,25.974406667314625,98.8050057546061,124.77941242191991,1,9,33,深位,是
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,13932.830599087292,13958.805005754606,25.974406667314625,1332.8305990872923,1358.805005754606,1,9,33,浅位,是
1,1,outbound,2614,B6T0000000877,E3,13860.0,14010.753819089236,14036.72822575655,25.974406667314625,150.75381908923555,176.72822575654936,2,9,33,浅位,是
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,13984.779412421922,14010.753819089236,25.974406667314625,1384.7794124219217,1410.7538190892355,1,9,33,深位,是
1,1,outbound,2615,B6T0000000877,E3,13860.0,14062.702632423865,14088.677039091179,25.974406667314625,202.702632423865,228.6770390911788,2,9,33,深位,是
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,14036.728225756551,14062.702632423865,25.974406667314625,1436.7282257565512,1462.702632423865,2,9,33,浅位,是
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,14088.67703909118,14114.651445758494,25.974406667314625,1488.6770390911806,1514.6514457584944,2,9,33,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,14131.855835051703,14163.917203382463,32.06136833076031,1531.8558350517033,1563.9172033824634,1,9,68,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,14185.912073279405,14217.973441610166,32.06136833076031,1585.9120732794054,1617.9734416101655,2,9,68,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,14239.968311507108,14272.029679837868,32.06136833076031,1639.9683115071075,1672.0296798378677,2,9,68,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,14294.02454973481,14326.111902993587,32.0873532587773,1694.0245497348096,1726.1119029935871,1,10,63,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,14348.171319855637,14380.258673114415,32.0873532587773,1748.1713198556372,1780.2586731144147,1,10,63,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,14402.318089976465,14434.405443235242,32.0873532587773,1802.3180899764648,1834.4054432352423,2,10,63,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,14456.464860097292,14488.55221335607,32.0873532587773,1856.4648600972923,1888.5522133560698,2,10,63,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,14510.61163021812,14542.872896520375,32.26126630225556,1910.61163021812,1942.8728965203754,1,10,64,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,14565.065646715759,14597.326913018014,32.26126630225556,1965.0656467157587,1997.3269130180142,1,10,64,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,14619.519663213398,14651.780929515653,32.26126630225556,2019.5196632133975,2051.780929515653,2,10,64,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,14673.973679711036,14706.234946013292,32.26126630225556,2073.9736797110363,2106.234946013292,2,10,64,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,14728.427696208675,14760.862875554409,32.435179345733815,2128.427696208675,2160.8628755544087,1,10,65,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,14783.188959083127,14815.62413842886,32.435179345733815,2183.188959083127,2215.6241384288605,1,10,65,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,14837.950221957579,14870.385401303312,32.435179345733815,2237.950221957579,2270.3854013033124,2,10,65,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,14892.71148483203,14925.146664177764,32.435179345733815,2292.7114848320307,2325.1466641777643,2,10,65,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,14947.472747706483,14980.029482385842,32.55673467935948,2347.4727477064826,2380.029482385842,2,11,61,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,15002.48947971704,15035.076243121362,32.58676340432273,2402.48947971704,2435.0762431213625,2,22,19,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,15057.207011930543,15089.816104319754,32.60909238921208,2457.2070119305426,2489.8161043197542,1,10,66,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,15112.275521181806,15144.884613571017,32.60909238921208,2512.2755211818057,2544.8846135710173,1,10,66,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,15167.344030433069,15199.95312282228,32.60909238921208,2567.344030433069,2599.9531228222804,2,10,66,浅位,否
1,1,outbound,3220,B6T0000001266,E3,15180.0,15255.021632073544,15294.546547340782,39.524915267238896,75.02163207354351,114.54654734078213,1,9,45,浅位,是
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,15222.412539684332,15255.021632073544,32.60909238921208,2622.412539684332,2655.0216320735435,2,10,66,深位,是
1,1,outbound,3222,B6T0000001266,E3,15180.0,15322.607915671542,15350.669284002302,28.06136833076031,142.6079156715423,170.66928400230245,1,9,45,深位,是
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,15294.546547340782,15322.607915671542,28.06136833076031,2694.546547340782,2722.6079156715423,1,9,45,浅位,是
1,1,outbound,3221,B6T0000001266,E3,15180.0,15378.730652333063,15406.792020663823,28.06136833076031,198.7306523330626,226.79202066382277,2,9,45,浅位,是
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,15350.669284002302,15378.730652333063,28.06136833076031,2750.6692840023024,2778.7306523330626,1,9,45,深位,是
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,15406.792020663823,15434.853388994583,28.06136833076031,2806.7920206638228,2834.853388994583,2,9,45,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,15453.78159222486,15486.512239947697,32.730647722837745,2853.781592224859,2886.512239947697,1,11,62,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,15509.105570612228,15541.836218335065,32.730647722837745,2909.105570612228,2941.8362183350655,1,11,62,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,15564.429548999597,15597.160196722434,32.730647722837745,2964.4295489995966,2997.160196722434,2,11,62,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,15619.753527386965,15652.484175109803,32.730647722837745,3019.7535273869653,3052.484175109803,2,11,62,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,15675.077505774334,15707.860511207024,32.78300543269034,3075.077505774334,3107.8605112070236,1,10,67,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,15730.453261402408,15763.236266835098,32.78300543269034,3130.4532614024083,3163.236266835098,1,10,67,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,15785.829017030483,15818.612022463172,32.78300543269034,3185.8290170304826,3218.6120224631723,2,10,67,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,15841.204772658557,15873.987778091247,32.78300543269034,3241.204772658557,3273.9877780912466,2,10,67,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,15896.580528286631,15929.371935958474,32.79140767184245,3296.5805282866313,3329.371935958474,2,12,58,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,15952.049541201806,15984.84691751365,32.797376311844076,3352.0495412018063,3384.8469175136506,1,14,50,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,16007.580250846984,16040.4848116133,32.90456076631601,3407.580250846984,3440.4848116133,1,11,63,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,16063.211475611164,16096.11603637748,32.90456076631601,3463.211475611164,3496.1160363774798,1,11,63,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,16118.842700375344,16151.74726114166,32.90456076631601,3518.842700375344,3551.7472611416597,2,11,63,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,16174.473925139524,16207.37848590584,32.90456076631601,3574.473925139524,3607.3784859058396,2,11,63,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,16230.105149903704,16263.062068379873,32.9569184761686,3630.105149903704,3663.0620683798734,1,10,68,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,16285.78815190859,16318.745070384759,32.9569184761686,3685.7881519085895,3718.745070384759,1,10,68,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,16341.471153913475,16374.428072389645,32.9569184761686,3741.471153913475,3774.4280723896445,2,10,68,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,16397.15415591836,16430.11107439453,32.9569184761686,3797.1541559183606,3830.1110743945283,2,10,68,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,16452.837157923248,16485.81442723921,32.9772693159603,3852.837157923248,3885.814427239209,2,21,24,深位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,16508.377988159293,16541.456461969086,33.07847380979426,3908.3779881592927,3941.4564619690864,1,11,64,浅位,否
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,16564.316459300284,16597.394933110078,33.07847380979426,3964.316459300284,3997.3949331100775,1,11,64,深位,否
1,1,outbound,3390,B6T0000001652,E1,16620.0,16653.33340425107,16690.90054397339,37.56713972232074,33.333404251068714,70.90054397338827,1,1,44,浅位,是
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,16620.254930441275,16653.33340425107,33.07847380979426,4020.254930441275,4053.3334042510687,2,11,64,浅位,是
1,1,outbound,3391,B6T0000001652,E1,16620.0,16723.979017783182,16761.5461575055,37.56713972232074,103.97901778318192,141.54615750550147,1,1,44,深位,是
1,1,inbound,IN0199,B6T0000000581,E3,12600.0,16690.90054397339,16723.979017783182,33.07847380979426,4090.9005439733883,4123.979017783182,2,11,64,深位,是
1,1,outbound,1507,B6T0000000118,E4,17760.0,17760.0,17836.01934060431,76.01934060431192,0.0,76.01934060431086,1,43,10,浅位,否
1,1,outbound,1506,B6T0000000118,E4,17760.0,17836.01934060431,17912.03868120862,76.01934060431192,76.01934060431086,152.0386812086217,1,43,10,深位,否
1,1,outbound,1509,B6T0000000118,E4,17760.0,17912.03868120862,17988.058021812933,76.01934060431192,152.0386812086217,228.05802181293257,2,43,10,浅位,否
1,1,outbound,1510,B6T0000000118,E4,17760.0,17988.058021812933,18064.077362417243,76.01934060431192,228.05802181293257,304.0773624172434,2,43,10,深位,否
1,1,outbound,587,B6T0000001238,E3,19080.0,19675.5054091895,19712.95101476422,37.44560557471998,595.5054091894999,632.9510147642213,1,17,2,浅位,否
1,1,outbound,708,B6T0000000313,E4,19560.0,19968.08291091217,20041.740801503125,73.65789059095431,408.0829109121696,481.7408015031251,1,45,3,浅位,否
1,1,outbound,709,B6T0000000313,E4,19560.0,20041.740801503125,20115.39869209408,73.65789059095431,481.7408015031251,555.3986920940806,1,45,3,深位,否
1,1,outbound,710,B6T0000000313,E4,19560.0,20115.39869209408,20189.056582685036,73.65789059095431,555.3986920940806,629.0565826850361,2,45,3,浅位,否
1,1,outbound,712,B6T0000000313,E4,19560.0,20189.056582685036,20262.71447327599,73.65789059095431,629.0565826850361,702.7144732759916,2,45,3,深位,否
1,1,outbound,741,B6T0000000140,E4,25680.0,25680.0,25753.31869098009,73.31869098009047,0.0,73.31869098008974,1,43,6,浅位,否
1,1,outbound,742,B6T0000000140,E4,25680.0,25753.31869098009,25826.63738196018,73.31869098009047,73.31869098008974,146.63738196017948,1,43,6,深位,否
1,1,outbound,895,B6T0000000488,E3,25680.0,25903.591717236603,25941.492189279274,37.90047204266949,223.59171723660256,261.4921892792736,1,13,8,浅位,否
1,1,outbound,897,B6T0000000488,E3,25680.0,25941.492189279274,25979.392661321945,37.90047204266949,261.4921892792736,299.3926613219446,1,13,8,深位,否
1,1,outbound,898,B6T0000000488,E3,25680.0,25979.392661321945,26017.293133364616,37.90047204266949,299.3926613219446,337.29313336461564,2,13,8,浅位,否
1,1,outbound,896,B6T0000000488,E3,25680.0,26017.293133364616,26055.193605407287,37.90047204266949,337.29313336461564,375.19360540728667,2,13,8,深位,否
1,1,outbound,750,B6T0000000140,E4,25680.0,26730.769913984823,26804.752301168737,73.98238718391542,1050.7699139848228,1124.7523011687372,1,46,2,浅位,否
1,1,outbound,749,B6T0000000140,E4,25680.0,26804.752301168737,26878.73468835265,73.98238718391542,1124.7523011687372,1198.7346883526516,1,46,2,深位,否
1,1,outbound,747,B6T0000000140,E4,25680.0,26878.73468835265,26952.717075536566,73.98238718391542,1198.7346883526516,1272.717075536566,2,46,2,浅位,否
1,1,outbound,3059,B6T0000001131,E3,26820.0,26952.717075536566,27006.23742886993,53.52035333336266,132.71707553656597,186.2374288699284,1,17,32,浅位,否
1,1,outbound,733,B6T0000000140,E4,25680.0,27006.23742886993,27080.219816053843,73.98238718391542,1326.2374288699284,1400.2198160538428,2,46,2,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,29340.0,29383.33691052005,43.33691052004913,0.0,43.33691052005088,1,43,6,浅位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,29413.31869098009,29456.65560150014,43.33691052004913,73.31869098008974,116.65560150014062,1,43,6,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,29486.63738196018,29530.263552540833,43.62617058065502,146.63738196017948,190.2635525408332,1,45,3,浅位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,29560.295272551135,29603.92144313179,43.62617058065502,220.29527255113499,263.9214431317887,1,45,3,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,29633.95316314209,29677.579333722744,43.62617058065502,293.9531631420905,337.5793337227442,2,45,3,浅位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,29707.611053733046,29751.2372243137,43.62617058065502,367.611053733046,411.2372243136997,2,45,3,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,29781.268944324,29824.998377980613,43.72943365661195,441.2689443240015,484.99837798061344,1,43,7,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,29855.331241807093,29899.183806862875,43.852565055780694,515.3312418070927,559.1838068628749,1,46,2,浅位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,29929.313628991007,29973.16619404679,43.852565055780694,589.3136289910071,633.1661940467893,1,46,2,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,30003.29601617492,30047.148581230704,43.852565055780694,663.2960161749215,707.1485812307037,2,46,2,浅位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,30077.278403358836,30121.130968414618,43.852565055780694,737.2784033588359,781.1309684146181,2,46,2,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,30151.26079054275,30196.02327689757,44.76248635481953,811.2607905427503,856.0232768975693,1,43,10,浅位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,30227.28013114706,30272.04261750188,44.76248635481953,887.2801311470612,932.0426175018802,1,43,10,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,30303.299471751372,30348.06195810619,44.76248635481953,963.299471751372,1008.061958106191,2,43,10,浅位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,30379.318812355683,30424.081298710502,44.76248635481953,1039.318812355683,1084.0812987105019,2,43,10,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,30455.338152959994,30500.91485594681,45.57670298681517,1115.3381529599937,1160.9148559468085,2,48,2,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,30532.378011408277,30579.161326181824,46.78331477354789,1192.3780114082765,1239.1613261818238,2,44,14,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,30612.121273060762,30659.906554435,47.78528137423858,1272.1212730607622,1319.9065544350015,1,44,18,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,30693.762687486073,30743.92475645159,50.162068965517264,1353.7626874860725,1403.92475645159,1,45,25,深位,否
1,1,inbound,IN0179,B6T0000000514,E3,33000.0,33000.0,33023.249116779916,23.249116779918605,0.0,23.24911677991622,1,17,2,浅位,否
1,1,inbound,IN0179,B6T0000000514,E3,33000.0,33037.44560557472,33060.76452878973,23.318923215009622,37.44560557472141,60.76452878973214,1,13,8,浅位,否
1,1,inbound,IN0179,B6T0000000514,E3,33000.0,33075.34607761739,33098.6650008324,23.318923215009622,75.3460776173888,98.66500083239953,1,13,8,深位,否
1,1,inbound,IN0353,B6T0000001093,E3,33060.0,33113.246549660056,33136.56547287507,23.318923215009622,53.24654966005619,76.56547287506692,2,13,8,浅位,否
1,1,inbound,IN0353,B6T0000001093,E3,33060.0,33151.14702170272,33174.465944917734,23.318923215009622,91.14702170272358,114.4659449177343,2,13,8,深位,否
1,1,inbound,IN0353,B6T0000001093,E3,33060.0,33189.04749374539,33220.78189189955,31.734398154157176,129.04749374539097,160.7818918995472,1,17,32,浅位,否
1,1,inbound,IN0353,B6T0000001093,E3,33060.0,33242.56784707875,33275.70708083755,33.13923375879897,182.5678470787534,215.70708083755017,1,12,60,浅位,否
1,1,outbound,3269,B6T0000001653,E1,33660.0,33660.0,33693.65322339997,33.65322339997064,0.0,33.65322339996783,1,1,40,浅位,否
1,1,outbound,3268,B6T0000001653,E1,33660.0,33693.65322339997,33727.306446799936,33.65322339997064,33.65322339996783,67.30644679993566,1,1,40,深位,否
1,1,inbound,IN0480,B6T0000001445,E1,35640.0,35640.0,35656.675204166066,16.675204166065733,0.0,16.67520416606567,1,7,3,深位,否
1,1,inbound,IN0480,B6T0000001445,E1,35640.0,35665.66143142059,35682.60978829221,16.948356871621563,25.661431420587178,42.609788292211306,2,4,8,深位,否
1,1,outbound,3478,B6T0000000833,E3,37200.0,37200.0,37252.25151461925,52.251514619253,0.0,52.2515146192527,2,11,52,浅位,否
1,1,outbound,3479,B6T0000000833,E3,37200.0,37252.25151461925,37304.503029238505,52.251514619253,52.2515146192527,104.5030292385054,2,11,52,深位,否
1,1,inbound,IN0506,B6T0000001520,E1,40860.0,40860.0,40877.59166304662,17.59166304662544,0.0,17.59166304662358,1,1,23,深位,否
1,1,inbound,IN0506,B6T0000001520,E1,40860.0,40887.80370044429,40905.41975838676,17.61605794246594,27.803700444288552,45.41975838675717,2,4,10,深位,否
1,1,inbound,IN0506,B6T0000001520,E1,40860.0,40915.397106435186,40933.08034494111,17.68323850592756,55.39710643518629,73.08034494111052,1,3,13,深位,否
1,1,outbound,1970,B6T0000000437,E3,42600.0,42600.0,42644.128245446904,44.12824544690687,0.0,44.12824544690375,2,13,20,浅位,否
1,1,outbound,1971,B6T0000000437,E3,42600.0,42644.128245446904,42688.25649089381,44.12824544690687,44.12824544690375,88.2564908938075,2,13,20,深位,否
1,1,outbound,2100,B6T0000001607,E1,43440.0,43557.86075142381,43588.94110412212,31.080352698309014,117.86075142381014,148.9411041221174,1,7,10,浅位,否
1,1,outbound,2099,B6T0000001607,E1,43440.0,43588.94110412212,43620.021456820425,31.080352698309014,148.9411041221174,180.02145682042465,1,7,10,深位,否
1,1,outbound,2102,B6T0000001607,E1,43440.0,43620.021456820425,43651.10180951873,31.080352698309014,180.02145682042465,211.1018095187319,2,7,10,浅位,否
1,1,outbound,2058,B6T0000000120,E4,43980.0,43980.0,44059.66161066924,79.66161066923794,0.0,79.66161066923814,1,45,11,浅位,否
1,1,outbound,2063,B6T0000000120,E4,43980.0,44059.66161066924,44139.323221338476,79.66161066923794,79.66161066923814,159.3232213384763,1,45,11,深位,否
1,1,outbound,2062,B6T0000000120,E4,43980.0,44139.323221338476,44218.984832007714,79.66161066923794,159.3232213384763,238.98483200771443,2,45,11,浅位,否
1,1,outbound,2061,B6T0000000120,E4,43980.0,44245.59117288323,44320.15305457546,74.56188169222757,265.59117288322886,340.15305457545765,2,45,11,深位,是
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44218.984832007714,44245.59117288323,26.606340875516402,58.98483200771443,85.59117288322886,2,13,20,浅位,是
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44320.15305457546,44346.75939545097,26.606340875516402,160.15305457545765,186.75939545097208,2,13,20,深位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44364.28130002236,44395.27281731042,30.991517288055135,204.2813000223614,235.27281731041876,2,11,52,浅位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44416.532814641614,44447.52433192967,30.991517288055135,256.5328146416141,287.52433192967146,2,11,52,深位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44468.78432926087,44501.92356301966,33.13923375879897,308.7843292608668,341.92356301966356,1,12,60,深位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44524.86783492967,44558.007068688465,33.13923375879897,364.8678349296679,398.00706868846464,2,12,60,浅位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44580.95134059847,44614.090574357266,33.13923375879897,420.95134059846896,454.0905743572657,2,12,60,深位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44637.03484626727,44670.28723312054,33.252386853272526,477.03484626727004,510.28723312054353,1,11,65,浅位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44693.280563785076,44726.53295063835,33.252386853272526,533.2805637850761,566.5329506383496,1,11,65,深位,否
