crane,material,box_type,src_shelf,src_z,src_x,src_slot,dst_shelf,dst_z,dst_x,dst_slot,start,end,op_time
1,B6T0000001054,E3,2,10,1,0,4,13,4,0,89153.3169230769,89169.9692307692,16.65230769230769
1,B6T0000001054,E3,2,10,1,1,4,13,4,1,89169.9692307692,89186.6215384615,16.65230769230769
1,B6T0000001054,E3,2,9,2,0,5,13,4,0,89186.6215384615,89204.18461538458,17.563076923076924
1,B6T0000001054,E3,2,9,2,1,5,13,4,1,89204.18461538458,89221.74769230766,17.563076923076924
1,B6T0000001209,E3,1,9,3,0,3,19,1,0,89221.74769230766,89242.84307692305,21.095384615384617
1,B6T0000001209,E3,1,9,3,1,3,19,1,1,89242.84307692305,89267.79076923073,24.94769230769231
1,B6T0000001209,E3,2,9,3,0,4,19,1,0,89267.79076923073,89292.73846153842,24.94769230769231
1,B6T0000001209,E3,2,9,3,1,4,19,1,1,89292.73846153842,89317.68615384611,24.94769230769231
1,B6T0000000847,E3,1,10,2,0,7,14,9,0,89317.68615384611,89338.96615384611,21.28
1,B6T0000000847,E3,1,10,2,1,7,14,9,1,89338.96615384611,89358.12923076919,19.163076923076922
1,B6T0000000847,E3,2,10,2,0,8,14,9,0,89358.12923076919,89377.29230769227,19.163076923076922
1,B6T0000000847,E3,2,10,2,1,8,14,9,1,89377.29230769227,89396.45538461536,19.163076923076922
1,B6T0000000532,E3,1,11,1,0,8,12,15,0,89396.45538461536,89414.4369230769,17.981538461538463
1,B6T0000000532,E3,1,11,1,1,8,12,15,1,89414.4369230769,89432.14769230767,17.71076923076923
1,B6T0000000532,E3,2,11,1,0,9,12,15,0,89432.14769230767,89449.85846153845,17.71076923076923
1,B6T0000000532,E3,2,11,1,1,9,12,15,1,89449.85846153845,89467.56923076922,17.71076923076923
1,B6T0000001104,E3,1,9,4,0,13,26,2,0,89467.56923076922,89493.95692307691,26.387692307692312
1,B6T0000001104,E3,1,9,4,1,13,26,2,1,89493.95692307691,89527.51999999999,33.56307692307693
1,B6T0000001104,E3,2,9,4,0,14,26,2,0,89527.51999999999,89561.08307692307,33.56307692307693
1,B6T0000001104,E3,2,9,4,1,14,26,2,1,89561.08307692307,89594.64615384614,33.56307692307693
1,B6T0000000475,E3,1,11,2,0,12,19,11,0,89594.64615384614,89622.23999999999,27.593846153846158
1,B6T0000000475,E3,1,11,2,1,12,19,11,1,89622.23999999999,89646.96615384615,24.72615384615385
1,B6T0000000475,E3,2,11,2,0,13,19,11,0,89646.96615384615,89671.69230769231,24.72615384615385
1,B6T0000000475,E3,2,11,2,1,13,19,11,1,89671.69230769231,89696.41846153847,24.72615384615385
1,B6T0000000475,E3,1,10,3,0,12,20,10,0,89696.41846153847,89722.51076923078,26.092307692307696
1,B6T0000000475,E3,1,10,3,1,12,20,10,1,89722.51076923078,89749.05846153847,26.54769230769231
1,B6T0000000475,E3,2,10,3,0,13,20,10,0,89749.05846153847,89775.60615384617,26.54769230769231
1,B6T0000000475,E3,2,10,3,1,13,20,10,1,89775.60615384617,89802.15384615386,26.54769230769231
1,B6T0000001088,E3,1,12,1,0,6,33,2,0,89802.15384615386,89833.6,31.446153846153855
1,B6T0000001088,E3,1,12,1,1,6,33,2,1,89833.6,89871.76615384615,38.16615384615386
1,B6T0000001088,E3,2,12,1,0,7,33,2,0,89871.76615384615,89909.9323076923,38.16615384615386
1,B6T0000001088,E3,2,12,1,1,7,33,2,1,89909.9323076923,89948.09846153845,38.16615384615386
1,B6T0000001088,E3,1,10,4,0,6,34,1,0,89948.09846153845,89989.82153846153,41.72307692307693
1,B6T0000001088,E3,1,10,4,1,6,34,1,1,89989.82153846153,90032.31999999999,42.498461538461555
1,B6T0000001088,E3,2,10,4,0,7,34,1,0,90032.31999999999,90074.81846153845,42.498461538461555
1,B6T0000001088,E3,2,10,4,1,7,34,1,1,90074.81846153845,90117.31692307691,42.498461538461555
1,B6T0000001088,E3,1,9,5,0,8,34,1,0,90117.31692307691,90161.36615384615,44.04923076923078
1,B6T0000001088,E3,1,9,5,1,8,34,1,1,90161.36615384615,90205.41538461538,44.04923076923078
1,B6T0000001088,E3,2,9,5,0,9,34,1,0,90205.41538461538,90249.46461538461,44.04923076923078
1,B6T0000001088,E3,2,9,5,1,9,34,1,1,90249.46461538461,90293.51384615384,44.04923076923078
1,B6T0000000390,E3,1,11,3,0,14,21,19,0,90293.51384615384,90328.70153846154,35.187692307692316
1,B6T0000000390,E3,1,11,3,1,14,21,19,1,90328.70153846154,90358.12923076923,29.42769230769231
1,B6T0000000390,E3,2,11,3,0,1,22,18,0,90358.12923076923,90388.0123076923,29.883076923076928
1,B6T0000000390,E3,2,11,3,1,1,22,18,1,90388.0123076923,90418.35076923076,30.338461538461544
1,B6T0000000705,E3,1,12,2,0,13,37,5,0,90418.35076923076,90454.92923076922,36.578461538461546
1,B6T0000000705,E3,1,12,2,1,13,37,5,1,90454.92923076922,90498.65846153845,43.72923076923078
1,B6T0000000705,E3,2,12,2,0,14,37,5,0,90498.65846153845,90542.38769230768,43.72923076923078
1,B6T0000000705,E3,2,12,2,1,14,37,5,1,90542.38769230768,90586.1169230769,43.72923076923078
1,B6T0000001074,E3,1,13,1,0,1,37,6,0,90586.1169230769,90629.09538461536,42.97846153846156
1,B6T0000001074,E3,1,13,1,1,1,37,6,1,90629.09538461536,90672.23384615382,43.138461538461556
1,B6T0000001074,E3,2,13,1,0,2,37,6,0,90672.23384615382,90715.37230769228,43.138461538461556
1,B6T0000001074,E3,2,13,1,1,2,37,6,1,90715.37230769228,90758.51076923074,43.138461538461556
1,B6T0000001074,E3,1,10,5,0,2,38,5,0,90758.51076923074,90804.5169230769,46.006153846153865
1,B6T0000001074,E3,1,10,5,1,2,38,5,1,90804.5169230769,90850.97846153843,46.46153846153848
1,B6T0000001074,E3,1,9,6,0,3,38,5,0,90850.97846153843,90898.99076923073,48.01230769230771
1,B6T0000001074,E3,1,9,6,1,3,38,5,1,90898.99076923073,90947.00307692304,48.01230769230771
1,B6T0000001074,E3,2,9,6,0,4,38,5,0,90947.00307692304,90995.01538461534,48.01230769230771
1,B6T0000001074,E3,2,9,6,1,4,38,5,1,90995.01538461534,91043.02769230765,48.01230769230771
1,B6T0000001011,E3,1,11,4,0,9,29,18,0,91043.02769230765,91085.11999999995,42.092307692307706
1,B6T0000001011,E3,1,11,4,1,9,29,18,1,91085.11999999995,91123.75384615379,38.633846153846164
1,B6T0000001011,E3,2,11,4,0,10,29,18,0,91123.75384615379,91162.38769230763,38.633846153846164
1,B6T0000001011,E3,2,11,4,1,10,29,18,1,91162.38769230763,91201.02153846147,38.633846153846164
1,B6T0000001011,E3,2,10,5,0,5,30,17,1,91201.02153846147,91241.02153846147,40.00000000000001
1,B6T0000001011,E3,2,10,5,1,6,30,17,0,91241.02153846147,91281.47692307686,40.455384615384624
1,B6T0000000518,E3,1,13,2,0,8,40,9,0,91281.47692307686,91324.07384615378,42.59692307692309
1,B6T0000000518,E3,1,13,2,1,8,40,9,1,91324.07384615378,91371.54461538456,47.47076923076925
1,B6T0000000518,E3,2,13,2,0,9,40,9,0,91371.54461538456,91419.01538461533,47.47076923076925
1,B6T0000000518,E3,2,13,2,1,9,40,9,1,91419.01538461533,91466.4861538461,47.47076923076925
1,B6T0000000518,E3,1,12,3,0,7,41,8,0,91466.4861538461,91515.32307692301,48.8369230769231
1,B6T0000000518,E3,1,12,3,1,7,41,8,1,91515.32307692301,91564.61538461532,49.292307692307716
1,B6T0000000518,E3,2,12,3,0,8,41,8,0,91564.61538461532,91613.90769230762,49.292307692307716
1,B6T0000000518,E3,2,12,3,1,8,41,8,1,91613.90769230762,91663.19999999992,49.292307692307716
1,B6T0000001277,E3,1,14,1,0,2,33,20,0,91663.19999999992,91707.66769230762,44.46769230769233
1,B6T0000001277,E3,1,14,1,1,2,33,20,1,91707.66769230762,91749.13230769223,41.4646153846154
1,B6T0000001277,E3,2,14,1,0,3,33,20,0,91749.13230769223,91790.59692307684,41.4646153846154
1,B6T0000001277,E3,2,14,1,1,3,33,20,1,91790.59692307684,91832.06153846145,41.4646153846154
1,B6T0000000441,E3,1,11,5,0,4,31,23,0,91832.06153846145,91875.1876923076,43.126153846153855
1,B6T0000000441,E3,1,11,5,1,4,31,23,1,91875.1876923076,91917.56307692299,42.375384615384625
1,B6T0000000441,E3,2,11,5,0,5,31,23,0,91917.56307692299,91959.93846153838,42.375384615384625
1,B6T0000000441,E3,2,11,5,1,5,31,23,1,91959.93846153838,92002.31384615376,42.375384615384625
1,B6T0000000441,E3,1,10,6,0,6,31,23,0,92002.31384615376,92045.59999999992,43.28615384615385
1,B6T0000000441,E3,1,10,6,1,6,31,23,1,92045.59999999992,92088.88615384608,43.28615384615385
1,B6T0000000441,E3,2,10,6,0,7,31,23,0,92088.88615384608,92132.17230769224,43.28615384615385
1,B6T0000000441,E3,2,10,6,1,7,31,23,1,92132.17230769224,92175.4584615384,43.28615384615385
1,B6T0000000441,E3,1,9,7,0,6,32,22,0,92175.4584615384,92220.1107692307,44.6523076923077
1,B6T0000000441,E3,1,9,7,1,6,32,22,1,92220.1107692307,92265.21846153839,45.10769230769231
1,B6T0000000441,E3,2,9,7,0,7,32,22,0,92265.21846153839,92310.32615384608,45.10769230769231
1,B6T0000000441,E3,2,9,7,1,7,32,22,1,92310.32615384608,92355.43384615377,45.10769230769231
1,B6T0000000661,E3,1,12,4,0,12,23,35,0,92355.43384615377,92394.35076923069,38.916923076923084
1,B6T0000000661,E3,1,12,4,1,12,23,35,1,92394.35076923069,92429.80923076915,35.45846153846155
1,B6T0000000661,E3,2,12,4,0,13,23,35,0,92429.80923076915,92465.26769230762,35.45846153846155
1,B6T0000000661,E3,2,12,4,1,13,23,35,1,92465.26769230762,92500.72615384609,35.45846153846155
1,B6T0000000499,E3,1,13,3,0,5,14,45,0,92500.72615384609,92531.33538461532,30.609230769230773
1,B6T0000000499,E3,1,13,3,1,5,14,45,1,92531.33538461532,92558.00615384609,26.67076923076923
1,B6T0000000499,E3,2,13,3,0,6,14,45,0,92558.00615384609,92584.67692307686,26.67076923076923
1,B6T0000000499,E3,2,13,3,1,6,14,45,1,92584.67692307686,92611.34769230762,26.67076923076923
1,B6T0000000446,E3,1,14,2,0,7,48,10,0,92611.34769230762,92653.27692307686,41.929230769230784
1,B6T0000000446,E3,1,14,2,1,7,48,10,1,92653.27692307686,92711.37538461533,58.09846153846157
1,B6T0000000446,E3,2,14,2,0,8,48,10,0,92711.37538461533,92769.47384615379,58.09846153846157
1,B6T0000000446,E3,2,14,2,1,8,48,10,1,92769.47384615379,92827.57230769226,58.09846153846157
1,B6T0000000810,E3,1,15,1,0,7,9,52,0,92827.57230769226,92874.0184615384,46.44615384615386
1,B6T0000000810,E3,1,15,1,1,7,9,52,1,92874.0184615384,92909.72307692302,35.70461538461538
1,B6T0000000810,E3,2,15,1,0,8,9,52,0,92909.72307692302,92945.42769230764,35.70461538461538
1,B6T0000000810,E3,2,15,1,1,8,9,52,1,92945.42769230764,92981.13230769226,35.70461538461538
1,B6T0000000932,E3,1,9,8,0,13,41,20,0,92981.13230769226,93021.78461538456,40.65230769230771
1,B6T0000000932,E3,1,9,8,1,13,41,20,1,93021.78461538456,93077.00923076918,55.22461538461541
1,B6T0000000932,E3,2,9,8,0,14,41,20,0,93077.00923076918,93132.2338461538,55.22461538461541
1,B6T0000000932,E3,2,9,8,1,14,41,20,1,93132.2338461538,93187.45846153842,55.22461538461541
1,B6T0000001061,E3,1,11,6,0,11,26,40,0,93187.45846153842,93234.83076923073,47.3723076923077
1,B6T0000001061,E3,1,11,6,1,11,26,40,1,93234.83076923073,93276.17230769226,41.34153846153847
1,B6T0000001061,E3,2,11,6,0,12,26,40,0,93276.17230769226,93317.5138461538,41.34153846153847
1,B6T0000001061,E3,1,10,7,0,12,26,40,1,93317.5138461538,93359.76615384611,42.252307692307696
1,B6T0000001061,E3,1,10,7,1,13,26,40,0,93359.76615384611,93402.01846153842,42.252307692307696
1,B6T0000001061,E3,2,10,7,0,13,26,40,1,93402.01846153842,93444.27076923073,42.252307692307696
1,B6T0000001061,E3,2,10,7,1,14,26,40,0,93444.27076923073,93486.52307692304,42.252307692307696
1,B6T0000001228,E3,1,13,4,0,13,45,22,0,93486.52307692304,93535.23999999996,48.716923076923095
1,B6T0000001228,E3,1,13,4,1,13,45,22,1,93535.23999999996,93593.15384615381,57.91384615384618
1,B6T0000001228,E3,2,13,4,0,14,45,22,0,93593.15384615381,93651.06769230767,57.91384615384618
1,B6T0000001228,E3,2,13,4,1,14,45,22,1,93651.06769230767,93708.98153846152,57.91384615384618
1,B6T0000001228,E3,1,12,5,0,3,49,17,0,93708.98153846152,93770.08307692307,61.101538461538496
1,B6T0000001228,E3,1,12,5,1,3,49,17,1,93770.08307692307,93833.46153846153,63.37846153846157
1,B6T0000001228,E3,2,12,5,0,4,49,17,0,93833.46153846153,93896.84,63.37846153846157
1,B6T0000001228,E3,2,12,5,1,4,49,17,1,93896.84,93960.21846153846,63.37846153846157
1,B6T0000000675,E3,1,14,3,0,7,50,19,0,93960.21846153846,94022.86461538462,62.646153846153865
1,B6T0000000675,E3,1,14,3,1,7,50,19,1,94022.86461538462,94086.6,63.73538461538464
1,B6T0000000675,E3,2,14,3,0,8,50,19,0,94086.6,94150.33538461539,63.73538461538464
1,B6T0000000675,E3,2,14,3,1,8,50,19,1,94150.33538461539,94214.07076923078,63.73538461538464
1,B6T0000001171,E3,1,16,1,0,9,40,31,0,94214.07076923078,94270.59692307693,56.52615384615387
1,B6T0000001171,E3,1,16,1,1,9,40,31,1,94270.59692307693,94321.73538461539,51.138461538461556
1,B6T0000001171,E3,2,16,1,0,10,40,31,0,94321.73538461539,94372.87384615385,51.138461538461556
1,B6T0000001171,E3,2,16,1,1,10,40,31,1,94372.87384615385,94424.0123076923,51.138461538461556
1,B6T0000001171,E3,1,15,2,0,2,41,30,0,94424.0123076923,94476.51692307692,52.504615384615406
1,B6T0000001171,E3,1,15,2,1,2,41,30,1,94476.51692307692,94529.47692307693,52.96000000000002
1,B6T0000001171,E3,2,15,2,0,3,41,30,0,94529.47692307693,94582.43692307694,52.96000000000002
1,B6T0000001171,E3,2,15,2,1,3,41,30,1,94582.43692307694,94635.39692307694,52.96000000000002
1,B6T0000000581,E3,1,10,8,0,1,47,26,0,94635.39692307694,94696.3353846154,60.93846153846156
1,B6T0000000581,E3,1,10,8,1,1,47,26,1,94696.3353846154,94761.01846153848,64.68307692307695
1,B6T0000000581,E3,2,10,8,0,2,47,26,0,94761.01846153848,94825.70153846155,64.68307692307695
1,B6T0000000581,E3,2,10,8,1,2,47,26,1,94825.70153846155,94890.38461538462,64.68307692307695
1,B6T0000000581,E3,1,9,9,0,9,47,26,1,94890.38461538462,94955.97846153847,65.59384615384619
1,B6T0000000581,E3,1,9,9,1,10,47,26,0,94955.97846153847,95021.57230769232,65.59384615384619
1,B6T0000000581,E3,2,9,9,0,10,47,26,1,95021.57230769232,95087.16615384616,65.59384615384619
1,B6T0000000581,E3,2,9,9,1,11,47,26,0,95087.16615384616,95152.76000000001,65.59384615384619
1,B6T0000000498,E3,1,12,6,0,11,41,52,0,95152.76000000001,95215.39692307693,62.636923076923104
1,B6T0000000498,E3,1,12,6,1,11,41,52,1,95215.39692307693,95277.80923076924,62.41230769230772
1,B6T0000000498,E3,2,12,6,0,12,41,52,0,95277.80923076924,95340.22153846156,62.41230769230772
1,B6T0000000498,E3,2,12,6,1,12,41,52,1,95340.22153846156,95402.63384615387,62.41230769230772
1,B6T0000000498,E3,1,11,7,0,8,42,51,0,95402.63384615387,95466.41230769233,63.778461538461556
1,B6T0000000498,E3,1,11,7,1,8,42,51,1,95466.41230769233,95530.64615384617,64.23384615384617
