堆垛机编号,巷道号,任务类型,订单号,原材料编号,箱子类型,到达时刻(s),开始时刻(s),完成时刻(s),操作时间(s),等待时间(s),流动时间(s),货架号,层(z),列(x),深浅位,是否复合
1,1,outbound,710,B6T0000000313,E4,19560.0,23070.0,23417.0,347.00000000000017,3510.0,3857.0,2,45,3,浅位,否
1,1,outbound,712,B6T0000000313,E4,19560.0,23417.0,23764.0,347.00000000000017,3857.0,4204.0,2,45,3,深位,否
1,1,outbound,741,B6T0000000140,E4,25680.0,25680.0,26019.0,339.00000000000017,0.0,339.0,1,43,6,浅位,否
1,1,outbound,742,B6T0000000140,E4,25680.0,26019.0,26358.0,339.00000000000017,339.0,678.0,1,43,6,深位,否
1,1,outbound,895,B6T0000000488,E3,25680.0,26540.0,26646.0,106.0,860.0,966.0,1,13,8,浅位,否
1,1,outbound,897,B6T0000000488,E3,25680.0,26646.0,26752.0,106.0,966.0,1072.0,1,13,8,深位,否
1,1,outbound,898,B6T0000000488,E3,25680.0,26752.0,26858.0,106.0,1072.0,1178.0,2,13,8,浅位,否
1,1,outbound,896,B6T0000000488,E3,25680.0,26858.0,26964.0,106.0,1178.0,1284.0,2,13,8,深位,否
1,1,outbound,3059,B6T0000001131,E3,26820.0,27528.0,27762.0,234.0,708.0,942.0,1,17,32,浅位,否
1,1,inbound,IN0166,B6T0000000487,E3,28980.0,28980.0,29036.0,56.0,0.0,56.0,1,13,8,浅位,否
1,1,inbound,IN0575,B6T0000001707,E1,29040.0,29086.0,29111.0,25.0,46.0,71.0,1,7,3,深位,否
1,1,inbound,IN0575,B6T0000001707,E1,29040.0,29130.0,29159.0,29.0,90.0,119.0,1,8,4,深位,否
1,1,inbound,IN0575,B6T0000001707,E1,29040.0,29182.0,29211.0,29.0,142.0,171.0,2,4,8,深位,否
1,1,inbound,IN0166,B6T0000000487,E3,28980.0,29234.0,29290.0,56.0,254.0,310.0,1,13,8,深位,否
1,1,inbound,IN0390,B6T0000001187,E3,29160.0,29340.0,29396.0,56.0,180.0,236.0,2,13,8,浅位,否
1,1,inbound,IN0390,B6T0000001187,E3,29160.0,29446.0,29502.0,56.0,286.0,342.0,2,13,8,深位,否
1,1,inbound,IN0390,B6T0000001187,E3,29160.0,29552.0,29610.0,57.99999999999999,392.0,450.0,1,16,3,浅位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,29662.0,29834.5,172.50000000000009,322.0,494.5,1,43,6,浅位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,30001.0,30173.5,172.50000000000009,661.0,833.5,1,43,6,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,30340.0,30514.5,174.50000000000009,1000.0,1174.5,1,43,7,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,30683.0,30859.5,176.50000000000009,1343.0,1519.5,1,45,3,浅位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,31030.0,31206.5,176.50000000000009,1690.0,1866.5,1,45,3,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,31377.0,31553.5,176.50000000000009,2037.0,2213.5,2,45,3,浅位,否
1,1,outbound,750,B6T0000000140,E4,25680.0,31900.5,32087.0,186.50000000000009,6220.5,6407.0,1,46,2,浅位,是
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,31724.0,31900.5,176.50000000000009,2384.0,2560.5,2,45,3,深位,是
1,1,outbound,749,B6T0000000140,E4,25680.0,32266.5,32446.0,179.50000000000009,6586.5,6766.0,1,46,2,深位,是
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,32087.0,32266.5,179.50000000000009,2747.0,2926.5,1,46,2,浅位,是
1,1,outbound,747,B6T0000000140,E4,25680.0,32625.5,32805.0,179.50000000000009,6945.5,7125.0,2,46,2,浅位,是
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,32446.0,32625.5,179.50000000000009,3106.0,3285.5,1,46,2,深位,是
1,1,outbound,733,B6T0000000140,E4,25680.0,32984.5,33164.0,179.50000000000009,7304.5,7484.0,2,46,2,深位,是
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,32805.0,32984.5,179.50000000000009,3465.0,3644.5,2,46,2,浅位,是
1,1,inbound,IN0260,B6T0000000765,E3,32820.0,33164.0,33252.0,88.00000000000001,344.0,432.0,2,22,6,深位,否
1,1,inbound,IN0260,B6T0000000765,E3,32820.0,33334.0,33424.0,90.0,514.0,604.0,1,9,33,浅位,否
1,1,inbound,IN0260,B6T0000000765,E3,32820.0,33508.0,33598.0,90.0,688.0,778.0,1,9,33,深位,否
1,1,outbound,3269,B6T0000001653,E1,33660.0,33772.0,33890.0,118.0,112.0,230.0,1,1,40,浅位,是
1,1,inbound,IN0260,B6T0000000765,E3,32820.0,33682.0,33772.0,90.0,862.0,952.0,2,9,33,浅位,是
1,1,outbound,3268,B6T0000001653,E1,33660.0,33980.0,34098.0,118.0,320.0,438.0,1,1,40,深位,是
1,1,inbound,IN0260,B6T0000000765,E3,32820.0,33890.0,33980.0,90.0,1070.0,1160.0,2,9,33,深位,是
1,1,inbound,IN0260,B6T0000000765,E3,32820.0,34098.0,34192.0,94.0,1278.0,1372.0,1,15,23,深位,否
1,1,inbound,IN0179,B6T0000000514,E3,33000.0,34280.0,34378.0,98.0,1280.0,1378.0,2,17,21,深位,否
1,1,inbound,IN0179,B6T0000000514,E3,33000.0,34470.0,34580.0,110.0,1470.0,1580.0,1,13,35,深位,否
1,1,inbound,IN0179,B6T0000000514,E3,33000.0,34684.0,34798.0,114.0,1684.0,1798.0,1,9,45,浅位,否
1,1,inbound,IN0353,B6T0000001093,E3,33060.0,34906.0,35020.0,114.0,1846.0,1960.0,1,9,45,深位,否
1,1,inbound,IN0353,B6T0000001093,E3,33060.0,35128.0,35242.0,114.0,2068.0,2182.0,2,9,45,浅位,否
1,1,inbound,IN0353,B6T0000001093,E3,33060.0,35350.0,35464.0,114.00000000000001,2290.0,2404.0,2,22,19,深位,否
1,1,inbound,IN0353,B6T0000001093,E3,33060.0,35572.0,35692.0,120.0,2512.0,2632.0,1,17,32,浅位,否
1,1,inbound,IN0270,B6T0000000816,E3,33480.0,35806.0,35926.0,120.00000000000003,2326.0,2446.0,2,21,24,深位,否
1,1,inbound,IN0270,B6T0000000816,E3,33480.0,36040.0,36162.0,122.0,2560.0,2682.0,1,11,45,深位,否
1,1,inbound,IN0270,B6T0000000816,E3,33480.0,36278.0,36400.0,122.00000000000001,2798.0,2920.0,2,27,13,深位,否
1,1,inbound,IN0270,B6T0000000816,E3,33480.0,36516.0,36640.0,124.00000000000001,3036.0,3160.0,1,23,22,深位,否
1,1,inbound,IN0270,B6T0000000816,E3,33480.0,36758.0,36888.0,130.0,3278.0,3408.0,2,25,21,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,37012.0,37191.5,179.50000000000009,7672.0,7851.5,2,46,2,深位,否
1,1,outbound,3478,B6T0000000833,E3,37200.0,37545.5,37894.0,348.5000000000001,345.5,694.0,2,11,52,浅位,是
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,37365.0,37545.5,180.50000000000009,8025.0,8205.5,1,43,10,浅位,是
1,1,outbound,3479,B6T0000000833,E3,37200.0,38074.5,38423.0,348.5000000000001,874.5,1223.0,2,11,52,深位,是
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,37894.0,38074.5,180.50000000000009,8554.0,8734.5,1,43,10,深位,是
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,38423.0,38603.5,180.50000000000009,9083.0,9263.5,2,43,10,浅位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,38778.0,38958.5,180.50000000000009,9438.0,9618.5,2,43,10,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,39133.0,39322.5,189.50000000000009,9793.0,9982.5,2,48,2,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,39506.0,39699.5,193.50000000000009,10166.0,10359.5,2,44,14,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,39887.0,40088.5,201.50000000000009,10547.0,10748.5,1,44,18,深位,否
1,1,inbound,IN0070,B6T0000000198,E4,29340.0,40284.0,40499.5,215.50000000000009,10944.0,11159.5,1,50,10,深位,否
1,1,outbound,1970,B6T0000000437,E3,42600.0,42600.0,42754.0,154.0,0.0,154.0,2,13,20,浅位,否
1,1,outbound,1971,B6T0000000437,E3,42600.0,42754.0,42908.0,154.0,154.0,308.0,2,13,20,深位,否
1,1,outbound,2100,B6T0000001607,E1,43440.0,43712.0,43784.0,72.0,272.0,344.0,1,7,10,浅位,否
1,1,outbound,2099,B6T0000001607,E1,43440.0,43784.0,43856.0,72.0,344.0,416.0,1,7,10,深位,否
1,1,outbound,2102,B6T0000001607,E1,43440.0,43856.0,43928.0,72.0,416.0,488.0,2,7,10,浅位,否
1,1,outbound,2058,B6T0000000120,E4,43980.0,43980.0,44359.0,379.00000000000017,0.0,379.0,1,45,11,浅位,否
1,1,outbound,2063,B6T0000000120,E4,43980.0,44439.0,44780.0,341.00000000000017,459.0,800.0,1,45,11,深位,是
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44359.0,44439.0,80.0,199.0,279.0,2,13,20,浅位,是
1,1,outbound,2062,B6T0000000120,E4,43980.0,44860.0,45201.0,341.00000000000017,880.0,1221.0,2,45,11,浅位,是
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44780.0,44860.0,80.0,620.0,700.0,2,13,20,深位,是
1,1,outbound,2061,B6T0000000120,E4,43980.0,45337.0,45750.0,413.00000000000017,1357.0,1770.0,2,45,11,深位,是
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,45201.0,45337.0,136.0,1041.0,1177.0,2,11,52,浅位,是
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,45750.0,45886.0,136.0,1590.0,1726.0,2,11,52,深位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,46016.0,46160.0,144.0,1856.0,2000.0,1,14,50,深位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,46298.0,46450.0,152.0,2138.0,2290.0,1,9,64,浅位,否
1,1,outbound,432,B6T0000000678,E3,46320.0,46748.0,46900.0,152.0,428.0,580.0,1,9,10,浅位,是
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,46596.0,46748.0,152.0,2436.0,2588.0,1,9,64,深位,是
1,1,outbound,431,B6T0000000678,E3,46320.0,46944.0,46988.0,44.0,624.0,668.0,1,9,10,深位,是
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,46900.0,46944.0,44.0,2740.0,2784.0,1,9,10,浅位,是
1,1,inbound,IN0341,B6T0000001046,E3,46980.0,46988.0,47032.0,44.0,8.0,52.0,1,9,10,深位,否
1,1,inbound,IN0341,B6T0000001046,E3,46980.0,47070.0,47222.0,152.0,90.0,242.0,2,9,64,浅位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,47368.0,47520.0,152.0,3208.0,3360.0,2,9,64,深位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,47666.0,47818.0,152.0,3506.0,3658.0,2,12,58,深位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,47964.0,48118.0,154.0,3804.0,3958.0,1,9,65,浅位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,48266.0,48420.0,154.0,4106.0,4260.0,1,9,65,深位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,48568.0,48722.0,154.0,4408.0,4562.0,1,10,63,浅位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,48870.0,49024.0,154.0,4710.0,4864.0,1,10,63,深位,否
1,1,inbound,IN0432,B6T0000001312,E3,44640.0,49172.0,49326.0,154.0,4532.0,4686.0,2,9,65,浅位,否
1,1,inbound,IN0432,B6T0000001312,E3,44640.0,49474.0,49628.0,154.0,4834.0,4988.0,2,9,65,深位,否
1,1,inbound,IN0432,B6T0000001312,E3,44640.0,49776.0,49930.0,154.0,5136.0,5290.0,2,10,63,浅位,否
1,1,inbound,IN0432,B6T0000001312,E3,44640.0,50078.0,50232.0,154.0,5438.0,5592.0,2,10,63,深位,否
1,1,inbound,IN0487,B6T0000001471,E1,50280.0,50380.0,50413.0,33.0,100.0,133.0,2,4,10,深位,否
1,1,inbound,IN0487,B6T0000001471,E1,50280.0,50440.0,50477.0,37.0,160.0,197.0,1,3,13,深位,否
1,1,inbound,IN0487,B6T0000001471,E1,50280.0,50508.0,50545.0,37.0,228.0,265.0,2,6,10,深位,否
1,1,inbound,IN0487,B6T0000001471,E1,50280.0,50576.0,50613.0,37.0,296.0,333.0,1,4,12,深位,否
1,1,inbound,IN0487,B6T0000001471,E1,50280.0,50644.0,50683.0,39.0,364.0,403.0,1,7,10,浅位,否
1,1,inbound,IN0487,B6T0000001471,E1,50280.0,50716.0,50755.0,39.0,436.0,475.0,1,7,10,深位,否
1,1,inbound,IN0487,B6T0000001471,E1,50280.0,50788.0,50827.0,39.0,508.0,547.0,2,7,10,浅位,否
1,1,inbound,IN0487,B6T0000001471,E1,50280.0,50860.0,50903.0,43.0,580.0,623.0,1,4,15,深位,否
1,1,outbound,427,B6T0000000678,E3,51600.0,51600.0,51682.0,82.0,0.0,82.0,2,9,10,浅位,否
1,1,outbound,428,B6T0000000678,E3,51600.0,51682.0,51764.0,82.0,82.0,164.0,2,9,10,深位,否
1,1,outbound,2166,B6T0000001771,E1,52020.0,52064.0,52116.0,52.0,44.0,96.0,1,5,12,浅位,是
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,52020.0,52064.0,44.0,0.0,44.0,2,9,10,浅位,是
1,1,outbound,2167,B6T0000001771,E1,52020.0,52160.0,52212.0,52.0,140.0,192.0,1,5,12,深位,是
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,52116.0,52160.0,44.0,96.0,140.0,2,9,10,深位,是
1,1,outbound,2168,B6T0000001771,E1,52020.0,52366.0,52520.0,154.0,346.0,500.0,2,5,12,浅位,是
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,52212.0,52366.0,154.0,192.0,346.0,2,11,61,深位,是
1,1,outbound,2165,B6T0000001771,E1,52020.0,52676.0,52832.0,156.0,656.0,812.0,2,5,12,深位,是
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,52520.0,52676.0,156.0,500.0,656.0,1,9,66,浅位,是
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,52832.0,52988.0,156.0,812.0,968.0,1,9,66,深位,否
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,53138.0,53294.0,156.0,1118.0,1274.0,1,10,64,浅位,否
1,1,inbound,IN0489,B6T0000001474,E1,53160.0,53444.0,53483.0,39.0,284.0,323.0,1,5,12,浅位,否
1,1,inbound,IN0489,B6T0000001474,E1,53160.0,53516.0,53555.0,39.0,356.0,395.0,1,5,12,深位,否
1,1,inbound,IN0489,B6T0000001474,E1,53160.0,53588.0,53627.0,39.0,428.0,467.0,2,5,12,浅位,否
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,53660.0,53816.0,156.0,1640.0,1796.0,1,10,64,深位,否
1,1,outbound,3301,B6T0000000085,E4,53880.0,54005.0,54427.0,422.00000000000017,125.0,547.0,1,45,30,浅位,是
1,1,inbound,IN0552,B6T0000001648,E1,53760.0,53966.0,54005.0,39.0,206.0,245.0,2,5,12,深位,是
1,1,outbound,3300,B6T0000000085,E4,53880.0,54474.0,54888.0,414.00000000000017,594.0,1008.0,1,45,30,深位,是
1,1,inbound,IN0552,B6T0000001648,E1,53760.0,54427.0,54474.0,47.0,667.0,714.0,1,4,17,深位,是
1,1,outbound,1938,B6T0000001937,E1,54360.0,54937.0,54986.0,49.0,577.0,626.0,1,8,8,浅位,是
1,1,inbound,IN0552,B6T0000001648,E1,53760.0,54888.0,54937.0,49.0,1128.0,1177.0,1,8,14,深位,是
1,1,outbound,1939,B6T0000001937,E1,54360.0,55023.0,55060.0,37.0,663.0,700.0,1,8,8,深位,是
1,1,inbound,IN0552,B6T0000001648,E1,53760.0,54986.0,55023.0,37.0,1226.0,1263.0,1,8,8,浅位,是
1,1,outbound,1940,B6T0000001937,E1,54360.0,55097.0,55134.0,37.0,737.0,774.0,2,8,8,浅位,是
1,1,inbound,IN0552,B6T0000001648,E1,53760.0,55060.0,55097.0,37.0,1300.0,1337.0,1,8,8,深位,是
1,1,outbound,1934,B6T0000001937,E1,54360.0,55171.0,55208.0,37.0,811.0,848.0,2,8,8,深位,是
1,1,inbound,IN0552,B6T0000001648,E1,53760.0,55134.0,55171.0,37.0,1374.0,1411.0,2,8,8,浅位,是
1,1,outbound,3596,B6T0000000222,E4,55200.0,55245.0,55707.0,462.00000000000017,45.0,507.0,1,44,42,浅位,是
1,1,inbound,IN0552,B6T0000001648,E1,53760.0,55208.0,55245.0,37.0,1448.0,1485.0,2,8,8,深位,是
1,1,outbound,3597,B6T0000000222,E4,55200.0,55758.0,56206.0,448.0000000000001,558.0,1006.0,1,44,42,深位,是
1,1,inbound,IN0552,B6T0000001648,E1,53760.0,55707.0,55758.0,51.0,1947.0,1998.0,1,5,18,深位,是
1,1,inbound,IN0552,B6T0000001648,E1,53760.0,56206.0,56257.0,51.0,2446.0,2497.0,2,6,17,深位,否
1,1,inbound,IN0552,B6T0000001648,E1,53760.0,56302.0,56355.0,53.0,2542.0,2595.0,1,1,23,深位,否
1,1,inbound,IN0552,B6T0000001648,E1,53760.0,56402.0,56455.0,53.0,2642.0,2695.0,1,7,17,浅位,否
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,56502.0,56658.0,156.0,4482.0,4638.0,1,11,62,浅位,否
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,56808.0,56964.0,156.0,4788.0,4944.0,1,11,62,深位,否
1,1,outbound,1537,B6T0000000088,E4,55680.0,57270.0,57725.0,455.0000000000002,1590.0,2045.0,1,48,4,浅位,是
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,57114.0,57270.0,156.0,5094.0,5250.0,1,12,60,浅位,是
1,1,outbound,1536,B6T0000000088,E4,55680.0,57881.0,58336.0,455.0000000000002,2201.0,2656.0,1,48,4,深位,是
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,57725.0,57881.0,156.0,5705.0,5861.0,1,12,60,深位,是
1,1,outbound,1535,B6T0000000088,E4,55680.0,58492.0,58971.0,479.0000000000002,2812.0,3291.0,2,48,4,浅位,是
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,58336.0,58492.0,156.0,6316.0,6472.0,2,9,66,浅位,是
1,1,outbound,1534,B6T0000000088,E4,55680.0,59127.0,59606.0,479.0000000000002,3447.0,3926.0,2,48,4,深位,是
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,58971.0,59127.0,156.0,6951.0,7107.0,2,9,66,深位,是
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,59606.0,59762.0,156.0,7586.0,7742.0,2,10,64,浅位,否
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,59912.0,60068.0,156.0,7892.0,8048.0,2,10,64,深位,否
1,1,outbound,3304,B6T0000000643,E3,86340.0,86340.0,86694.0,354.0000000000001,0.0,354.0,2,40,16,浅位,否
1,1,outbound,3305,B6T0000000643,E3,86340.0,86694.0,87048.0,354.0000000000001,354.0,708.0,2,40,16,深位,否
1,1,outbound,1381,B6T0000000104,E4,86820.0,87048.0,87399.0,351.00000000000017,228.0,579.0,1,43,9,浅位,否
1,1,outbound,635,B6T0000000469,E3,87120.0,87399.0,87485.0,86.0,279.0,365.0,1,9,11,浅位,否
1,1,outbound,634,B6T0000000469,E3,87120.0,87485.0,87571.0,86.0,365.0,451.0,1,9,11,深位,否
1,1,outbound,633,B6T0000000469,E3,87120.0,87571.0,87657.0,86.0,451.0,537.0,2,9,11,浅位,否
1,1,outbound,638,B6T0000000469,E3,87120.0,87657.0,87743.0,86.0,537.0,623.0,2,9,11,深位,否
1,1,outbound,2436,B6T0000001589,E1,87720.0,87743.0,87827.0,84.0,23.0,107.0,2,2,18,浅位,否
1,1,outbound,2439,B6T0000001589,E1,87720.0,87827.0,87911.0,84.0,107.0,191.0,2,2,18,深位,否
1,1,outbound,2161,B6T0000001774,E1,87840.0,87911.0,87979.0,68.0,71.0,139.0,2,3,13,浅位,否
1,1,outbound,2160,B6T0000001774,E1,87840.0,87979.0,88047.0,68.0,139.0,207.0,2,3,13,深位,否
1,1,outbound,3048,B6T0000000848,E3,87060.0,88047.0,88249.0,202.0,987.0,1189.0,1,9,40,浅位,否
1,1,outbound,188,B6T0000000932,E3,88140.0,88249.0,88323.0,74.0,109.0,183.0,1,9,8,浅位,否
1,1,outbound,1687,B6T0000001375,E1,88320.0,88323.0,88371.0,48.0,3.0,51.0,1,2,9,浅位,否
1,1,outbound,1696,B6T0000001375,E1,88320.0,88371.0,88419.0,48.0,51.0,99.0,1,2,9,深位,否
1,1,outbound,1688,B6T0000001375,E1,88320.0,88419.0,88467.0,48.0,99.0,147.0,2,2,9,浅位,否
1,1,outbound,1695,B6T0000001375,E1,88320.0,88467.0,88515.0,48.0,147.0,195.0,2,2,9,深位,否
1,1,outbound,3046,B6T0000000848,E3,87060.0,88515.0,88717.0,202.0,1455.0,1657.0,1,9,40,深位,否
1,1,outbound,469,B6T0000001382,E1,88620.0,88717.0,88745.0,28.0,97.0,125.0,1,2,4,浅位,否
1,1,outbound,800,B6T0000000540,E3,88620.0,88785.0,88841.0,56.0,165.0,221.0,1,9,12,浅位,是
1,1,inbound,IN0399,B6T0000001209,E3,88740.0,88745.0,88785.0,40.0,5.0,45.0,1,9,8,浅位,是
1,1,outbound,801,B6T0000000540,E3,88620.0,88887.0,88937.0,50.0,267.0,317.0,1,9,12,深位,是
1,1,inbound,IN0399,B6T0000001209,E3,88740.0,88841.0,88887.0,46.0,101.0,147.0,1,9,11,浅位,是
1,1,outbound,802,B6T0000000540,E3,88620.0,88983.0,89033.0,50.0,363.0,413.0,2,9,12,浅位,是
1,1,inbound,IN0399,B6T0000001209,E3,88740.0,88937.0,88983.0,46.0,197.0,243.0,1,9,11,深位,是
1,1,outbound,799,B6T0000000540,E3,88620.0,89079.0,89129.0,50.0,459.0,509.0,2,9,12,深位,是
1,1,inbound,IN0399,B6T0000001209,E3,88740.0,89033.0,89079.0,46.0,293.0,339.0,2,9,11,浅位,是
1,1,outbound,181,B6T0000000932,E3,89040.0,89175.0,89221.0,46.0,135.0,181.0,1,9,8,深位,是
1,1,inbound,IN0399,B6T0000001209,E3,88740.0,89129.0,89175.0,46.0,389.0,435.0,2,9,11,深位,是
1,1,outbound,180,B6T0000000932,E3,89040.0,89261.0,89301.0,40.0,221.0,261.0,2,9,8,浅位,是
1,1,inbound,IN0399,B6T0000001209,E3,88740.0,89221.0,89261.0,40.0,481.0,521.0,1,9,8,深位,是
1,1,outbound,179,B6T0000000932,E3,89040.0,89341.0,89381.0,40.0,301.0,341.0,2,9,8,深位,是
1,1,inbound,IN0399,B6T0000001209,E3,88740.0,89301.0,89341.0,40.0,561.0,601.0,2,9,8,浅位,是
1,1,outbound,3047,B6T0000000848,E3,87060.0,89421.0,89589.0,168.0,2361.0,2529.0,2,9,40,浅位,是
1,1,inbound,IN0399,B6T0000001209,E3,88740.0,89381.0,89421.0,40.0,641.0,681.0,2,9,8,深位,是
1,1,outbound,2986,B6T0000001732,E1,89520.0,89637.0,89749.0,112.0,117.0,229.0,2,5,28,浅位,是
