订单号,原材料编号,箱子类型,堆垛机编号,货架号,层(z),列(x),深浅位,到达时刻(s),开始时刻(s),完成时刻(s),操作时间(s),等待时间(s),流动时间(s),是否复合
741,B6T0000000140,E4,1,1,43,6,浅位,25680.0,25680.0,26019.0,339.00000000000017,0.0,339.0,否
742,B6T0000000140,E4,1,1,43,6,深位,25680.0,26019.0,26358.0,339.00000000000017,339.0,678.0,否
895,B6T0000000488,E3,1,1,13,8,浅位,25680.0,26540.0,26646.0,106.0,860.0,966.0,否
897,B6T0000000488,E3,1,1,13,8,深位,25680.0,26646.0,26752.0,106.0,966.0,1072.0,否
898,B6T0000000488,E3,1,2,13,8,浅位,25680.0,26752.0,26858.0,106.0,1072.0,1178.0,否
896,B6T0000000488,E3,1,2,13,8,深位,25680.0,26858.0,26964.0,106.0,1178.0,1284.0,否
3059,B6T0000001131,E3,1,1,17,32,浅位,26820.0,27528.0,27762.0,234.0,708.0,942.0,否
750,B6T0000000140,E4,1,1,46,2,浅位,25680.0,31900.5,32087.0,186.50000000000009,6220.5,6407.0,是
749,B6T0000000140,E4,1,1,46,2,深位,25680.0,32266.5,32446.0,179.50000000000009,6586.5,6766.0,是
747,B6T0000000140,E4,1,2,46,2,浅位,25680.0,32625.5,32805.0,179.50000000000009,6945.5,7125.0,是
733,B6T0000000140,E4,1,2,46,2,深位,25680.0,32984.5,33164.0,179.50000000000009,7304.5,7484.0,是
3269,B6T0000001653,E1,1,1,1,40,浅位,33660.0,33772.0,33890.0,118.0,112.0,230.0,是
3268,B6T0000001653,E1,1,1,1,40,深位,33660.0,33980.0,34098.0,118.0,320.0,438.0,是
3478,B6T0000000833,E3,1,2,11,52,浅位,37200.0,37545.5,37894.0,348.5000000000001,345.5,694.0,是
3479,B6T0000000833,E3,1,2,11,52,深位,37200.0,38074.5,38423.0,348.5000000000001,874.5,1223.0,是
1970,B6T0000000437,E3,1,2,13,20,浅位,42600.0,42600.0,42754.0,154.0,0.0,154.0,否
1971,B6T0000000437,E3,1,2,13,20,深位,42600.0,42754.0,42908.0,154.0,154.0,308.0,否
2100,B6T0000001607,E1,1,1,7,10,浅位,43440.0,43712.0,43784.0,72.0,272.0,344.0,否
2099,B6T0000001607,E1,1,1,7,10,深位,43440.0,43784.0,43856.0,72.0,344.0,416.0,否
2102,B6T0000001607,E1,1,2,7,10,浅位,43440.0,43856.0,43928.0,72.0,416.0,488.0,否
2058,B6T0000000120,E4,1,1,45,11,浅位,43980.0,43980.0,44359.0,379.00000000000017,0.0,379.0,否
2063,B6T0000000120,E4,1,1,45,11,深位,43980.0,44439.0,44780.0,341.00000000000017,459.0,800.0,是
2062,B6T0000000120,E4,1,2,45,11,浅位,43980.0,44860.0,45201.0,341.00000000000017,880.0,1221.0,是
2061,B6T0000000120,E4,1,2,45,11,深位,43980.0,45337.0,45750.0,413.00000000000017,1357.0,1770.0,是
432,B6T0000000678,E3,1,1,9,10,浅位,46320.0,46748.0,46900.0,152.0,428.0,580.0,是
431,B6T0000000678,E3,1,1,9,10,深位,46320.0,46944.0,46988.0,44.0,624.0,668.0,是
427,B6T0000000678,E3,1,2,9,10,浅位,51600.0,51600.0,51682.0,82.0,0.0,82.0,否
428,B6T0000000678,E3,1,2,9,10,深位,51600.0,51682.0,51764.0,82.0,82.0,164.0,否
2166,B6T0000001771,E1,1,1,5,12,浅位,52020.0,52064.0,52116.0,52.0,44.0,96.0,是
2167,B6T0000001771,E1,1,1,5,12,深位,52020.0,52160.0,52212.0,52.0,140.0,192.0,是
2168,B6T0000001771,E1,1,2,5,12,浅位,52020.0,52366.0,52520.0,154.0,346.0,500.0,是
2165,B6T0000001771,E1,1,2,5,12,深位,52020.0,52676.0,52832.0,156.0,656.0,812.0,是
3301,B6T0000000085,E4,1,1,45,30,浅位,53880.0,54005.0,54427.0,422.00000000000017,125.0,547.0,是
3300,B6T0000000085,E4,1,1,45,30,深位,53880.0,54474.0,54888.0,414.00000000000017,594.0,1008.0,是
1938,B6T0000001937,E1,1,1,8,8,浅位,54360.0,54937.0,54986.0,49.0,577.0,626.0,是
1939,B6T0000001937,E1,1,1,8,8,深位,54360.0,55023.0,55060.0,37.0,663.0,700.0,是
1940,B6T0000001937,E1,1,2,8,8,浅位,54360.0,55097.0,55134.0,37.0,737.0,774.0,是
1934,B6T0000001937,E1,1,2,8,8,深位,54360.0,55171.0,55208.0,37.0,811.0,848.0,是
3596,B6T0000000222,E4,1,1,44,42,浅位,55200.0,55245.0,55707.0,462.00000000000017,45.0,507.0,是
3597,B6T0000000222,E4,1,1,44,42,深位,55200.0,55758.0,56206.0,448.0000000000001,558.0,1006.0,是
1537,B6T0000000088,E4,1,1,48,4,浅位,55680.0,57270.0,57725.0,455.0000000000002,1590.0,2045.0,是
1536,B6T0000000088,E4,1,1,48,4,深位,55680.0,57881.0,58336.0,455.0000000000002,2201.0,2656.0,是
1535,B6T0000000088,E4,1,2,48,4,浅位,55680.0,58492.0,58971.0,479.0000000000002,2812.0,3291.0,是
1534,B6T0000000088,E4,1,2,48,4,深位,55680.0,59127.0,59606.0,479.0000000000002,3447.0,3926.0,是
3304,B6T0000000643,E3,1,2,40,16,浅位,86340.0,86340.0,86694.0,354.0000000000001,0.0,354.0,否
3305,B6T0000000643,E3,1,2,40,16,深位,86340.0,86694.0,87048.0,354.0000000000001,354.0,708.0,否
1381,B6T0000000104,E4,1,1,43,9,浅位,86820.0,87048.0,87399.0,351.00000000000017,228.0,579.0,否
635,B6T0000000469,E3,1,1,9,11,浅位,87120.0,87399.0,87485.0,86.0,279.0,365.0,否
634,B6T0000000469,E3,1,1,9,11,深位,87120.0,87485.0,87571.0,86.0,365.0,451.0,否
633,B6T0000000469,E3,1,2,9,11,浅位,87120.0,87571.0,87657.0,86.0,451.0,537.0,否
638,B6T0000000469,E3,1,2,9,11,深位,87120.0,87657.0,87743.0,86.0,537.0,623.0,否
2436,B6T0000001589,E1,1,2,2,18,浅位,87720.0,87743.0,87827.0,84.0,23.0,107.0,否
2439,B6T0000001589,E1,1,2,2,18,深位,87720.0,87827.0,87911.0,84.0,107.0,191.0,否
2161,B6T0000001774,E1,1,2,3,13,浅位,87840.0,87911.0,87979.0,68.0,71.0,139.0,否
2160,B6T0000001774,E1,1,2,3,13,深位,87840.0,87979.0,88047.0,68.0,139.0,207.0,否
3048,B6T0000000848,E3,1,1,9,40,浅位,87060.0,88047.0,88249.0,202.0,987.0,1189.0,否
188,B6T0000000932,E3,1,1,9,8,浅位,88140.0,88249.0,88323.0,74.0,109.0,183.0,否
1687,B6T0000001375,E1,1,1,2,9,浅位,88320.0,88323.0,88371.0,48.0,3.0,51.0,否
1696,B6T0000001375,E1,1,1,2,9,深位,88320.0,88371.0,88419.0,48.0,51.0,99.0,否
1688,B6T0000001375,E1,1,2,2,9,浅位,88320.0,88419.0,88467.0,48.0,99.0,147.0,否
1695,B6T0000001375,E1,1,2,2,9,深位,88320.0,88467.0,88515.0,48.0,147.0,195.0,否
3046,B6T0000000848,E3,1,1,9,40,深位,87060.0,88515.0,88717.0,202.0,1455.0,1657.0,否
469,B6T0000001382,E1,1,1,2,4,浅位,88620.0,88717.0,88745.0,28.0,97.0,125.0,否
800,B6T0000000540,E3,1,1,9,12,浅位,88620.0,88785.0,88841.0,56.0,165.0,221.0,是
801,B6T0000000540,E3,1,1,9,12,深位,88620.0,88887.0,88937.0,50.0,267.0,317.0,是
802,B6T0000000540,E3,1,2,9,12,浅位,88620.0,88983.0,89033.0,50.0,363.0,413.0,是
799,B6T0000000540,E3,1,2,9,12,深位,88620.0,89079.0,89129.0,50.0,459.0,509.0,是
181,B6T0000000932,E3,1,1,9,8,深位,89040.0,89175.0,89221.0,46.0,135.0,181.0,是
180,B6T0000000932,E3,1,2,9,8,浅位,89040.0,89261.0,89301.0,40.0,221.0,261.0,是
179,B6T0000000932,E3,1,2,9,8,深位,89040.0,89341.0,89381.0,40.0,301.0,341.0,是
3047,B6T0000000848,E3,1,2,9,40,浅位,87060.0,89421.0,89589.0,168.0,2361.0,2529.0,是
2986,B6T0000001732,E1,1,2,5,28,浅位,89520.0,89637.0,89749.0,112.0,117.0,229.0,是
399,B6T0000000471,E3,1,1,17,1,浅位,88740.0,89797.0,89909.0,112.0,1057.0,1169.0,是
395,B6T0000000471,E3,1,1,17,1,深位,88740.0,89957.0,90069.0,112.0,1217.0,1329.0,是
396,B6T0000000471,E3,1,2,17,1,浅位,88740.0,90117.0,90229.0,112.0,1377.0,1489.0,是
397,B6T0000000471,E3,1,2,17,1,深位,88740.0,90287.0,90345.0,58.0,1547.0,1605.0,是
2988,B6T0000001732,E1,1,2,5,28,深位,89520.0,90403.0,90569.0,166.0,883.0,1049.0,是
2130,B6T0000000727,E3,1,1,17,18,浅位,89040.0,90627.0,90753.0,126.0,1587.0,1713.0,是
2132,B6T0000000727,E3,1,1,17,18,深位,89040.0,90811.0,90937.0,126.0,1771.0,1897.0,是
2127,B6T0000000727,E3,1,2,17,18,浅位,89040.0,90954.0,91121.0,167.0,1914.0,2081.0,是
2128,B6T0000000727,E3,1,2,17,18,深位,89040.0,91148.0,91305.0,157.0,2108.0,2265.0,是
117,B6T0000000154,E4,1,1,43,3,浅位,87960.0,91332.0,91662.0,330.0000000000001,3372.0,3702.0,是
110,B6T0000000154,E4,1,1,43,3,深位,87960.0,91689.0,92019.0,330.0000000000001,3729.0,4059.0,是
113,B6T0000000154,E4,1,2,43,3,浅位,87960.0,92111.0,92412.0,301.0000000000001,4151.0,4452.0,是
111,B6T0000000154,E4,1,2,43,3,深位,87960.0,92504.0,92805.0,301.0000000000001,4544.0,4845.0,是
3406,B6T0000000663,E3,1,1,31,29,浅位,92580.0,92897.0,93145.0,248.00000000000006,317.0,565.0,是
3407,B6T0000000663,E3,1,1,31,29,深位,92580.0,93237.0,93485.0,248.00000000000006,657.0,905.0,是
1382,B6T0000000104,E4,1,1,43,9,深位,86820.0,93589.0,93966.0,377.00000000000017,6769.0,7146.0,是
3086,B6T0000001251,E3,1,1,9,41,浅位,93900.0,94070.0,94178.0,108.0,170.0,278.0,是
3085,B6T0000001251,E3,1,1,9,41,深位,93900.0,94205.0,94390.0,185.0,305.0,490.0,是
3087,B6T0000001251,E3,1,2,9,41,浅位,93900.0,94427.0,94602.0,175.0,527.0,702.0,是
1383,B6T0000000104,E4,1,2,43,9,浅位,86820.0,94639.0,94975.0,336.00000000000017,7819.0,8155.0,是
1388,B6T0000000104,E4,1,2,43,9,深位,86820.0,95020.0,95368.0,348.0000000000001,8200.0,8548.0,是
2022,B6T0000000073,E4,1,1,43,13,浅位,92040.0,95472.0,95849.0,377.00000000000017,3432.0,3809.0,是
2023,B6T0000000073,E4,1,1,43,13,深位,92040.0,95955.0,96334.0,379.00000000000017,3915.0,4294.0,是
2024,B6T0000000073,E4,1,2,43,13,浅位,92040.0,96440.0,96819.0,379.00000000000017,4400.0,4779.0,是
2026,B6T0000000073,E4,1,2,43,13,深位,92040.0,96925.0,97304.0,379.00000000000017,4885.0,5264.0,是
3528,B6T0000000262,E4,1,1,45,39,浅位,86880.0,97460.0,97893.0,433.00000000000017,10580.0,11013.0,是
1316,B6T0000000836,E3,1,1,12,14,浅位,97740.0,98049.0,98213.0,164.0,309.0,473.0,是
1315,B6T0000000836,E3,1,1,12,14,深位,97740.0,98277.0,98341.0,64.0,537.0,601.0,是
1314,B6T0000000836,E3,1,2,12,14,浅位,97740.0,98405.0,98469.0,64.0,665.0,729.0,是
1308,B6T0000000836,E3,1,2,12,14,深位,97740.0,98533.0,98597.0,64.0,793.0,857.0,是
3529,B6T0000000262,E4,1,1,45,39,深位,86880.0,98661.0,99094.0,433.00000000000017,11781.0,12214.0,是
2928,B6T0000000048,E4,1,1,47,19,浅位,100620.0,100794.0,101257.0,463.00000000000017,174.0,637.0,是
2927,B6T0000000048,E4,1,1,47,19,深位,100620.0,101415.0,101870.0,455.00000000000017,795.0,1250.0,是
2926,B6T0000000048,E4,1,2,47,19,浅位,100620.0,102028.0,102483.0,455.00000000000017,1408.0,1863.0,是
3573,B6T0000001960,E1,1,1,1,52,浅位,105720.0,106051.0,106209.0,158.0,331.0,489.0,是
933,B6T0000000508,E3,1,1,9,13,浅位,106200.0,106367.0,106525.0,158.0,167.0,325.0,是
934,B6T0000000508,E3,1,1,9,13,深位,106200.0,106575.0,106625.0,50.0,375.0,425.0,是
935,B6T0000000508,E3,1,2,9,13,浅位,106200.0,106675.0,106725.0,50.0,475.0,525.0,是
3572,B6T0000001960,E1,1,1,1,52,深位,105720.0,106775.0,106981.0,206.0,1055.0,1261.0,是
1060,B6T0000001185,E3,1,1,20,3,浅位,106380.0,107139.0,107353.0,214.0,759.0,973.0,是
1061,B6T0000001185,E3,1,1,20,3,深位,106380.0,107427.0,107501.0,74.00000000000001,1047.0,1121.0,是
1062,B6T0000001185,E3,1,2,20,3,浅位,106380.0,107575.0,107649.0,74.00000000000001,1195.0,1269.0,是
1063,B6T0000001185,E3,1,2,20,3,深位,106380.0,107723.0,107797.0,74.00000000000001,1343.0,1417.0,是
3715,B6T0000001576,E1,1,1,4,56,浅位,107220.0,107842.0,108047.0,205.0,622.0,827.0,是
3714,B6T0000001576,E1,1,1,4,56,深位,107220.0,108106.0,108297.0,191.0,886.0,1077.0,是
2629,B6T0000000942,E3,1,1,17,25,浅位,108420.0,108976.0,109129.0,153.0,556.0,709.0,是
2630,B6T0000000942,E3,1,1,17,25,深位,108420.0,109200.0,109365.0,165.0,780.0,945.0,是
2961,B6T0000001529,E1,1,2,4,28,浅位,110700.0,110870.0,110957.0,87.0,170.0,257.0,是
2959,B6T0000001529,E1,1,2,4,28,深位,110700.0,111026.0,111095.0,69.0,326.0,395.0,是
2574,B6T0000000647,E3,1,1,15,26,浅位,111780.0,112710.0,112887.0,177.0,930.0,1107.0,是
563,B6T0000001238,E3,1,1,16,3,深位,113640.0,113747.0,113855.0,108.0,107.0,215.0,是
562,B6T0000001238,E3,1,2,16,3,浅位,113640.0,113913.0,113971.0,57.99999999999999,273.0,331.0,是
560,B6T0000001238,E3,1,2,16,3,深位,113640.0,114029.0,114087.0,57.99999999999999,389.0,447.0,是
3309,B6T0000001474,E1,1,1,5,12,浅位,117360.0,117691.5,117878.0,186.50000000000006,331.5,518.0,是
3308,B6T0000001474,E1,1,1,5,12,深位,117360.0,118064.5,118251.0,186.50000000000006,704.5,891.0,是
3358,B6T0000000487,E3,1,1,13,8,浅位,122220.0,122674.5,122893.0,218.50000000000009,454.5,673.0,是
3359,B6T0000000487,E3,1,1,13,8,深位,122220.0,123111.5,123330.0,218.50000000000009,891.5,1110.0,是
45,B6T0000001104,E3,1,1,9,4,浅位,123780.0,123927.0,123983.0,56.0,147.0,203.0,是
44,B6T0000001104,E3,1,1,9,4,深位,123780.0,124015.0,124047.0,31.999999999999996,235.0,267.0,是
43,B6T0000001104,E3,1,2,9,4,浅位,123780.0,124079.0,124111.0,31.999999999999996,299.0,331.0,是
46,B6T0000001104,E3,1,2,9,4,深位,123780.0,124143.0,124175.0,31.999999999999996,363.0,395.0,是
1582,B6T0000001102,E3,1,1,9,10,浅位,127860.0,128454.5,128685.0,230.50000000000009,594.5,825.0,是
1580,B6T0000001102,E3,1,2,13,20,浅位,127860.0,128915.5,129146.0,230.50000000000009,1055.5,1286.0,是
1583,B6T0000001102,E3,1,2,13,20,深位,127860.0,129382.5,129619.0,236.50000000000009,1522.5,1759.0,是
1584,B6T0000001102,E3,1,2,25,3,浅位,127860.0,129860.5,130102.0,241.50000000000009,2000.5,2242.0,是
1579,B6T0000001102,E3,1,2,25,3,深位,127860.0,130350.5,130599.0,248.50000000000009,2490.5,2739.0,是
3522,B6T0000001764,E1,1,1,8,46,浅位,128640.0,130847.5,131124.0,276.5000000000001,2207.5,2484.0,是
3523,B6T0000001764,E1,1,1,8,46,深位,128640.0,131168.0,131356.0,188.0,2528.0,2716.0,是
3579,B6T0000000206,E4,1,1,46,39,浅位,127980.0,131436.0,131863.0,427.00000000000017,3456.0,3883.0,是
1046,B6T0000001052,E3,1,1,18,5,浅位,130740.0,132112.5,132362.0,249.50000000000006,1372.5,1622.0,是
3656,B6T0000000704,E3,1,2,15,5,深位,131880.0,132611.5,132861.0,249.50000000000009,731.5,981.0,是
1033,B6T0000001052,E3,1,1,18,5,深位,130740.0,133114.5,133368.0,253.50000000000009,2374.5,2628.0,是
1034,B6T0000001052,E3,1,2,18,5,浅位,130740.0,133625.5,133883.0,257.5000000000001,2885.5,3143.0,是
1035,B6T0000001052,E3,1,2,18,5,深位,130740.0,134141.5,134400.0,258.50000000000006,3401.5,3660.0,是
3657,B6T0000000704,E3,1,1,10,23,深位,131880.0,134658.5,134917.0,258.50000000000006,2778.5,3037.0,是
3333,B6T0000000143,E4,1,1,43,34,浅位,131700.0,134975.0,135374.0,399.00000000000017,3275.0,3674.0,是
3332,B6T0000000143,E4,1,1,43,34,深位,131700.0,135444.0,135831.0,387.00000000000017,3744.0,4131.0,是
3578,B6T0000000206,E4,1,1,46,39,深位,127980.0,135901.0,136338.0,437.00000000000017,7921.0,8358.0,是
2751,B6T0000001729,E1,1,1,2,25,浅位,136560.0,136680.0,136762.0,82.0,120.0,202.0,是
2750,B6T0000001729,E1,1,1,2,25,深位,136560.0,136990.5,137219.0,228.50000000000006,430.5,659.0,是
2749,B6T0000001729,E1,1,2,2,25,浅位,136560.0,137447.5,137676.0,228.50000000000006,887.5,1116.0,是
2748,B6T0000001729,E1,1,2,2,25,深位,136560.0,137929.5,138183.0,253.50000000000009,1369.5,1623.0,是
2523,B6T0000001186,E3,1,1,31,9,浅位,136200.0,138441.5,138700.0,258.5000000000001,2241.5,2500.0,是
2882,B6T0000001470,E1,1,1,1,28,浅位,138360.0,138958.5,139217.0,258.5000000000001,598.5,857.0,是
2883,B6T0000001470,E1,1,1,1,28,深位,138360.0,139476.5,139736.0,259.5000000000001,1116.5,1376.0,是
2880,B6T0000001470,E1,1,2,1,28,浅位,138360.0,139995.5,140255.0,259.5000000000001,1635.5,1895.0,是
2638,B6T0000001516,E1,1,1,1,23,浅位,140160.0,140514.5,140774.0,259.5000000000001,354.5,614.0,是
557,B6T0000001827,E1,1,1,4,3,浅位,140580.0,140813.0,140852.0,39.0,233.0,272.0,是
556,B6T0000001827,E1,1,1,4,3,深位,140580.0,140871.0,140890.0,19.0,291.0,310.0,是
555,B6T0000001827,E1,1,2,4,3,浅位,140580.0,141149.5,141409.0,259.5000000000001,569.5,829.0,是
551,B6T0000001827,E1,1,2,4,3,深位,140580.0,141669.5,141930.0,260.5000000000001,1089.5,1350.0,是
2881,B6T0000001470,E1,1,2,1,28,深位,138360.0,141949.0,142068.0,119.0,3589.0,3708.0,是
2840,B6T0000001351,E1,1,1,6,25,浅位,139980.0,142087.0,142202.0,115.0,2107.0,2222.0,是
2841,B6T0000001351,E1,1,1,6,25,深位,139980.0,142221.0,142336.0,115.0,2241.0,2356.0,是
2842,B6T0000001351,E1,1,2,6,25,浅位,139980.0,142596.5,142857.0,260.5000000000001,2616.5,2877.0,是
2843,B6T0000001351,E1,1,2,6,25,深位,139980.0,143117.5,143378.0,260.5000000000001,3137.5,3398.0,是
2401,B6T0000001888,E1,1,1,1,18,浅位,142980.0,143638.5,143899.0,260.5000000000001,658.5,919.0,是
2402,B6T0000001888,E1,1,1,1,18,深位,142980.0,144160.5,144422.0,261.5000000000001,1180.5,1442.0,是
2403,B6T0000001888,E1,1,2,1,18,浅位,142980.0,144683.5,144945.0,261.5000000000001,1703.5,1965.0,是
2400,B6T0000001888,E1,1,2,1,18,深位,142980.0,145206.5,145468.0,261.5000000000001,2226.5,2488.0,是
3019,B6T0000001093,E3,1,1,9,45,深位,142620.0,145729.5,145991.0,261.5000000000001,3109.5,3371.0,是
3021,B6T0000001093,E3,1,2,9,45,浅位,142620.0,146253.5,146516.0,262.5000000000001,3633.5,3896.0,是
3020,B6T0000001093,E3,1,2,22,19,深位,142620.0,146778.5,147041.0,262.50000000000006,4158.5,4421.0,是
2859,B6T0000000686,E3,1,2,18,28,浅位,140640.0,147303.5,147566.0,262.5000000000001,6663.5,6926.0,是
2858,B6T0000000686,E3,1,2,18,28,深位,140640.0,147828.5,148091.0,262.5000000000001,7188.5,7451.0,是
2524,B6T0000001186,E3,1,1,31,9,深位,136200.0,148353.5,148616.0,262.5000000000001,12153.5,12416.0,是
2520,B6T0000001186,E3,1,2,31,9,浅位,136200.0,148616.0,148870.0,254.00000000000006,12416.0,12670.0,否
74,B6T0000000261,E4,1,1,43,1,浅位,143520.0,148870.0,149189.0,319.00000000000017,5350.0,5669.0,否
81,B6T0000000261,E4,1,1,43,1,深位,143520.0,149189.0,149508.0,319.00000000000017,5669.0,5988.0,否
72,B6T0000000261,E4,1,2,43,1,浅位,143520.0,149508.0,149827.0,319.00000000000017,5988.0,6307.0,否
73,B6T0000000261,E4,1,2,43,1,深位,143520.0,149827.0,150146.0,319.00000000000017,6307.0,6626.0,否
3601,B6T0000000995,E3,1,1,29,38,浅位,141480.0,150146.0,150500.0,354.0,8666.0,9020.0,否
3600,B6T0000000995,E3,1,1,29,38,深位,141480.0,150500.0,150854.0,354.0,9020.0,9374.0,否
3653,B6T0000000006,E4,1,1,43,45,浅位,142560.0,150854.0,151349.0,495.00000000000017,8294.0,8789.0,否
3652,B6T0000000006,E4,1,1,43,45,深位,142560.0,151349.0,151844.0,495.00000000000017,8789.0,9284.0,否
2732,B6T0000000432,E3,1,1,9,35,浅位,173100.0,173285.0,173430.0,145.0,185.0,330.0,是
3154,B6T0000001701,E1,1,1,1,36,浅位,173400.0,173524.0,173622.0,98.0,124.0,222.0,是
3155,B6T0000001701,E1,1,1,1,36,深位,173400.0,173701.0,173780.0,79.0,301.0,380.0,是
3156,B6T0000001701,E1,1,2,1,36,浅位,173400.0,173859.0,173938.0,79.0,459.0,538.0,是
2734,B6T0000000432,E3,1,1,9,35,深位,173100.0,174017.0,174130.0,113.0,917.0,1030.0,是
3675,B6T0000000514,E3,1,2,17,21,深位,173580.0,174224.0,174382.0,158.0,644.0,802.0,是
360,B6T0000001370,E1,1,1,5,2,浅位,173100.0,174480.0,174578.0,98.0,1380.0,1478.0,是
362,B6T0000001370,E1,1,1,5,2,深位,173100.0,174597.0,174616.0,19.0,1497.0,1516.0,是
361,B6T0000001370,E1,1,2,5,2,浅位,173100.0,174635.0,174654.0,19.0,1535.0,1554.0,是
352,B6T0000001370,E1,1,2,5,2,深位,173100.0,174673.0,174692.0,19.0,1573.0,1592.0,是
1293,B6T0000000996,E3,1,1,9,17,浅位,174420.0,174711.0,174808.0,97.0,291.0,388.0,是
1294,B6T0000000996,E3,1,1,9,17,深位,174420.0,174866.0,174924.0,58.0,446.0,504.0,是
1295,B6T0000000996,E3,1,2,9,17,浅位,174420.0,174982.0,175040.0,58.0,562.0,620.0,是
2518,B6T0000001724,E1,1,1,1,20,浅位,174960.0,175098.0,175168.0,70.0,138.0,208.0,是
2517,B6T0000001724,E1,1,1,1,20,深位,174960.0,175215.0,175262.0,47.0,255.0,302.0,是
2516,B6T0000001724,E1,1,2,1,20,浅位,174960.0,175309.0,175356.0,47.0,349.0,396.0,是
2515,B6T0000001724,E1,1,2,1,20,深位,174960.0,175403.0,175450.0,47.0,443.0,490.0,是
1304,B6T0000000996,E3,1,2,9,17,深位,174420.0,175497.0,175578.0,81.0,1077.0,1158.0,是
1728,B6T0000001429,E1,1,1,1,10,浅位,175560.0,175636.0,175694.0,58.0,76.0,134.0,是
472,B6T0000001382,E1,1,1,2,4,深位,175680.0,175721.0,175752.0,31.0,41.0,72.0,是
471,B6T0000001382,E1,1,2,2,4,浅位,175680.0,175769.0,175786.0,17.0,89.0,106.0,是
481,B6T0000001382,E1,1,2,2,4,深位,175680.0,175803.0,175820.0,17.0,123.0,140.0,是
1727,B6T0000001429,E1,1,1,1,10,深位,175560.0,175837.0,175878.0,41.0,277.0,318.0,是
1732,B6T0000001429,E1,1,2,1,10,浅位,175560.0,175905.0,175932.0,27.0,345.0,372.0,是
1735,B6T0000001429,E1,1,2,1,10,深位,175560.0,175959.0,175986.0,27.0,399.0,426.0,是
1001,B6T0000001090,E3,1,1,12,11,浅位,174180.0,176013.0,176102.0,89.0,1833.0,1922.0,是
998,B6T0000001090,E3,1,1,12,11,深位,174180.0,176160.0,176218.0,58.0,1980.0,2038.0,是
999,B6T0000001090,E3,1,2,12,11,浅位,174180.0,176276.0,176334.0,58.0,2096.0,2154.0,是
1178,B6T0000001103,E3,1,1,21,3,浅位,175020.0,176392.0,176522.0,130.00000000000003,1372.0,1502.0,是
