堆垛机编号,巷道号,任务类型,订单号,原材料编号,箱子类型,到达时刻(s),开始时刻(s),完成时刻(s),操作时间(s),等待时间(s),流动时间(s),货架号,层(z),列(x),深浅位,是否复合
1,1,outbound,2061,B6T0000000120,E4,43980.0,44174.83692307693,44229.421538461545,54.58461538461542,194.83692307693127,249.42153846154542,2,45,11,深位,是
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44160.40615384616,44174.83692307693,14.430769230769231,0.40615384616103256,14.83692307693127,2,13,20,浅位,是
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44229.421538461545,44243.852307692316,14.430769230769231,69.42153846154542,83.85230769231566,2,13,20,深位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44252.283076923086,44268.25230769232,15.96923076923077,92.2830769230859,108.25230769231712,2,9,45,浅位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44278.22153846155,44295.421538461545,17.2,118.22153846154833,135.42153846154542,1,11,45,深位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44306.62153846155,44324.35076923078,17.729230769230774,146.6215384615498,164.35076923078304,2,22,6,深位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44336.08000000001,44354.40000000001,18.32,176.08000000000902,194.40000000000873,2,11,52,浅位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44366.72000000001,44385.04000000001,18.32,206.72000000000844,225.04000000000815,2,11,52,深位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44397.36000000001,44416.172307692315,18.81230769230769,237.36000000000786,256.17230769231537,1,17,32,浅位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44428.98461538462,44447.993846153855,19.00923076923077,268.9846153846229,287.993846153855,1,9,64,浅位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44461.00307692309,44480.01230769232,19.00923076923077,301.00307692308706,320.01230769231915,1,9,64,深位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44493.02153846155,44512.03076923078,19.00923076923077,333.02153846155124,352.03076923078333,2,9,64,浅位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44525.040000000015,44544.04923076925,19.00923076923077,365.0400000000154,384.0492307692475,2,9,64,深位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44557.05846153848,44576.22769230771,19.16923076923077,397.0584615384796,416.2276923077079,1,9,65,浅位,否
1,1,inbound,IN0357,B6T0000001102,E3,44160.0,44589.39692307694,44608.56615384617,19.16923076923077,429.3969230769435,448.5661538461718,1,9,65,深位,否
1,1,outbound,432,B6T0000000678,E3,46320.0,46320.0,46334.73846153846,14.738461538461536,0.0,14.738461538458068,1,9,10,浅位,否
1,1,outbound,431,B6T0000000678,E3,46320.0,46334.73846153846,46349.476923076916,14.738461538461536,14.738461538458068,29.476923076916137,1,9,10,深位,否
1,1,inbound,IN0341,B6T0000001046,E3,46980.0,46980.0,46990.36923076923,10.369230769230768,0.0,10.369230769232672,1,9,10,浅位,否
1,1,inbound,IN0341,B6T0000001046,E3,46980.0,46994.73846153846,47005.10769230769,10.369230769230768,14.738461538458068,25.10769230769074,1,9,10,深位,否
1,1,outbound,427,B6T0000000678,E3,51600.0,51600.0,51614.73846153846,14.738461538461536,0.0,14.738461538458068,2,9,10,浅位,否
1,1,outbound,428,B6T0000000678,E3,51600.0,51614.73846153846,51629.476923076916,14.738461538461536,14.738461538458068,29.476923076916137,2,9,10,深位,否
1,1,inbound,IN0442,B6T0000001340,E1,51840.0,51840.0,51848.99692307692,8.996923076923078,0.0,8.996923076920211,1,4,12,深位,否
1,1,inbound,IN0442,B6T0000001340,E1,51840.0,51851.99384615385,51861.28615384616,9.292307692307691,11.993846153847699,21.286153846158413,2,6,10,深位,否
1,1,inbound,IN0442,B6T0000001340,E1,51840.0,51864.57846153846,51874.055384615385,9.476923076923077,24.578461538461852,34.055384615385265,1,4,15,深位,否
1,1,outbound,2166,B6T0000001771,E1,52020.0,52030.36923076923,52041.378461538465,11.009230769230768,10.369230769232672,21.378461538464762,1,5,12,浅位,是
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,52020.0,52030.36923076923,10.369230769230768,0.0,10.369230769232672,2,9,10,浅位,是
1,1,outbound,2167,B6T0000001771,E1,52020.0,52051.7476923077,52062.75692307693,11.009230769230768,31.747692307697434,42.756923076929525,1,5,12,深位,是
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,52041.378461538465,52051.7476923077,10.369230769230768,21.378461538464762,31.747692307697434,2,9,10,深位,是
1,1,outbound,2168,B6T0000001771,E1,52020.0,52081.92615384616,52101.095384615386,19.169230769230772,61.92615384615783,81.09538461538614,2,5,12,浅位,是
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,52062.75692307693,52081.92615384616,19.16923076923077,42.756923076929525,61.92615384615783,2,9,65,浅位,是
1,1,outbound,2165,B6T0000001771,E1,52020.0,52120.26461538462,52139.43384615385,19.169230769230772,100.26461538462172,119.43384615385003,2,5,12,深位,是
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,52101.09538461539,52120.26461538462,19.16923076923077,81.09538461539341,100.26461538462172,2,9,65,深位,是
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,52139.43384615386,52158.76307692309,19.32923076923077,119.4338461538573,138.7630769230891,1,9,66,浅位,否
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,52172.09230769232,52191.42153846155,19.32923076923077,152.0923076923209,171.4215384615527,1,9,66,深位,否
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,52204.750769230784,52224.080000000016,19.32923076923077,184.7507692307845,204.0800000000163,2,9,66,浅位,否
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,52237.40923076925,52256.73846153848,19.32923076923077,217.4092307692481,236.7384615384799,2,9,66,深位,否
1,1,inbound,IN0416,B6T0000001271,E3,52020.0,52270.06769230771,52289.53230769233,19.464615384615385,250.0676923077117,269.5323076923305,1,10,63,浅位,否
